"id","country_region","rest_name","is_claimed","rating","last_review","address","latitude","longitude","popularity_top","popularity_detailed","n_reviews","travellers_choice","michelin","price_range","cuisines","meal_types","special_diets","features","working_hours","telephone","website","food_rating","service_rating","value_rating","atmosphere_rating","traveller_rating_5","traveller_rating_4","traveller_rating_3","traveller_rating_2","traveller_rating_1","all_languages","id_destination","status","price_category","top_tags","English","non-English","local","type"
"g209951-d8116970","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Cushendall', 'Cushendall Restaurants', 'Lir Restaurant']","Lir Restaurant","Claimed",4,"August 9, 2018","21 Shore Road Cushendall Golf Club, Cushendall BT44 0NG Northern Ireland",55.08402,-6.05865,"#5 of 6 Restaurants in Cushendall","#5 of 6 Restaurants in Cushendall",19,0,0,"₪19 - ₪78","Seafood, Steakhouse, Irish, Grill","Dinner, Drinks, Lunch",,"Delivery, Reservations, Full Bar, Parking Available, Street Parking, Validated Parking, Free off-street parking, Television, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Cash Only, Free Wifi, Takeout, Outdoor Seating, Seating, Wheelchair Accessible, Accepts Credit Cards, Table Service","False","True","https://www.facebook.com/Lir-Restaurant-394396991028235/",50,50,50,,13,2,0,0,4,"English (19)","g209951-d8116970","in rating","$$ - $$$","Steakhouse, Irish, Seafood",19,0,19,"Restaurants"
"g209951-d8411567","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Cushendall', 'Cushendall Restaurants', 'Half Door']","Half Door","Unclaimed",4.5,"March 4, 2017","4-6 Bridge Street, Cushendall BT44 0RP Northern Ireland",55.08054,-6.06377,"#6 of 6 Restaurants in Cushendall","#1 of 1 French in Cushendall",2,0,0,,"French",,,,"False","True",,,,,,1,1,0,0,0,"English (2)","g209951-d8411567","in rating",,"French",2,0,2,"Restaurants"
"g209952-d1063959","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Portrush', 'Portrush Restaurants', 'The Harbour Bistro']","The Harbour Bistro","Claimed",4,"October 10, 2023","5-6 Harbour Road, Portrush BT56 8DF Northern Ireland",55.2076,-6.6584,"#5 of 39 Restaurants in Portrush","#5 of 39 Restaurants in Portrush",1103,0,0,,"Bar, British","Lunch, Dinner, Late Night","Vegetarian Friendly, Vegan Options, Gluten Free Options","Seating, Highchairs Available, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, Live Music","True","True","http://www.facebook.com/theharbourbarportrush/",45,40,40,40,626,234,112,63,68,"French (17), Hungarian (1), Dutch (4), Spanish (3), Danish (1), English (1, 044), German (15), Italian (18)","g209952-d1063959","in rating","$$ - $$$","Bar, British, Vegetarian Friendly",1,59,1,"Restaurants"
"g209952-d10643758","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Portrush', 'Portrush Restaurants', ""Tom Tom's Bakery""]","Tom Tom's Bakery","Unclaimed",4,"August 1, 2023","3 Causeway Street, BT56 8AB, Portrush Northern Ireland",55.2052,-6.65184,"#26 of 39 Restaurants in Portrush","#12 of 16 Cafe in Portrush",19,0,0,,"Cafe",,,"Takeout, Wheelchair Accessible","False","True","http://www.facebook.com/Tom-Toms-Bakery-1587151798164408/",40,30,35,,11,3,1,2,2,"English (18), Italian (1)","g209952-d10643758","in rating","$","Cafe",18,1,18,"Restaurants"
"g209952-d10818117",,,,,,,,,,,0,0,0,,,,,"nan","False","False",,,,,,,,,,,"nan",,"redirect",,,0,0,0,
"g209952-d1088947","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Portrush', 'Portrush Restaurants', '55 Degrees North']","55 Degrees North","Claimed",3.5,"October 15, 2023","1 Causeway Street, Portrush BT56 8AB Northern Ireland",55.205444,-6.651495,"#20 of 39 Restaurants in Portrush","#20 of 39 Restaurants in Portrush",2419,0,0,,"British","Lunch, Dinner","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service, Street Parking, Wine and Beer, Waterfront, Dog Friendly","True","True","http://www.55-north.com/book-now",40,35,40,40,901,522,339,286,371,"French (17), Italian (5), German (11), Spanish (3), Russian (2), Polish (1), Dutch (3), English (2, 376), Japanese (1), Portuguese (1)","g209952-d1088947","in rating","$$ - $$$","British, Vegetarian Friendly, Vegan Options",2,44,2,"Restaurants"
"g209952-d1103733","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Portrush', 'Portrush Restaurants', 'Counties Restaurant']","Counties Restaurant","Claimed",4,"July 1, 2021","73 Main Street, Portrush BT56 8BN Northern Ireland",55.20787,-6.65531,"#18 of 39 Restaurants in Portrush","#18 of 37 British in Portrush",143,0,0,"₪52 - ₪188","British","Breakfast, Lunch, Dinner, Late Night","Vegetarian Friendly","Seating, Highchairs Available, Serves Alcohol, Full Bar, Reservations, Wheelchair Accessible, Table Service","False","True","http://www.ramadaportrush.com/index.php/en/folder1/document2",40,45,40,40,63,43,20,11,6,"English (140), Russian (1), German (2)","g209952-d1103733","in rating","$$ - $$$","British, Vegetarian Friendly",140,3,140,"Restaurants"
"g209952-d12454254","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Portrush', 'Portrush Restaurants', 'The Deerstalker Bar & Bistro']","The Deerstalker Bar & Bistro","Claimed",3.5,"October 8, 2023","Bushmills Rd Golf Links Hotel Portrush, Portrush BT56 8JF Northern Ireland",55.198074,-6.634617,"#24 of 39 Restaurants in Portrush","#2 of 3 Pizza in Portrush",77,0,0,"₪20 - ₪100","Pizza, British","Lunch, Dinner, Breakfast, Drinks","Vegetarian Friendly","Takeout, Reservations, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Table Service, Free Wifi","True","True","https://golflinksportrush.com/deerstalker/",35,40,35,,34,8,9,11,15,"English (77)","g209952-d12454254","in rating","$$ - $$$","Pizza, British, Vegetarian Friendly",77,0,77,"Restaurants"
"g209952-d12503518","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Portrush', 'Portrush Restaurants', 'Saffron Indian Restaurant']","Saffron Indian Restaurant","Claimed",4,"October 12, 2023","126 Main Street, Portrush BT56 8DA Northern Ireland",55.208206,-6.656968,"#13 of 39 Restaurants in Portrush","#13 of 39 Restaurants in Portrush",200,0,0,"₪24 - ₪63","Indian, Asian, Balti","Lunch, Dinner","Vegetarian Friendly, Vegan Options, Gluten Free Options","Delivery, Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Free Wifi, Table Service","True","True","http://www.facebook.com/PORTRUSHH/",45,45,45,,130,20,12,15,23,"English (199), Japanese (1)","g209952-d12503518","in rating","$$ - $$$","Indian, Asian, Balti",199,1,199,"Restaurants"
"g209952-d12633491","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Portrush', 'Portrush Restaurants', 'Cafe Tilly Portrush']","Cafe Tilly Portrush","Claimed",5,"August 27, 2023","5 Dunluce Street, Portrush BT56 8DN Northern Ireland",55.20381,-6.652027,"#1 of 6 Coffee & Tea in Portrush","#1 of 6 Coffee & Tea in Portrush",75,0,0,,"Cafe, British","Breakfast, Lunch, Brunch","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Seating, Highchairs Available, Free Wifi, Table Service, Street Parking, Accepts Mastercard, Accepts Visa, Accepts Discover, Accepts Credit Cards, Dog Friendly, Gift Cards Available","True","True","http://www.facebook.com/cafetillyportrush",50,50,50,,66,8,1,0,0,"English (75)","g209952-d12633491","in rating","$","Cafe, British, Vegetarian Friendly",75,0,75,"Coffee & Tea"
"g209952-d12741716","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Portrush', 'Portrush Restaurants', 'The Trocadero Restaurant']","The Trocadero Restaurant","Claimed",3.5,"July 9, 2023","45 Main St, Portrush BT56 8BN Northern Ireland",55.207214,-6.653974,"#22 of 39 Restaurants in Portrush","#10 of 16 Cafe in Portrush",37,0,0,"₪19 - ₪97","British, Cafe","Breakfast, Lunch, Dinner, Brunch, Drinks",,"Seating, Parking Available, Digital Payments, Free Wifi, Takeout, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer","True","True","http://www.whitehouseportrush.com/restaurant/",40,45,40,,13,9,8,3,4,"English (37)","g209952-d12741716","in rating","$$ - $$$","Cafe, British",37,0,37,"Restaurants"
"g209952-d15031778","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Portrush', 'Portrush Restaurants', 'Mermaid Kitchen & Bar']","Mermaid Kitchen & Bar","Claimed",4,"September 19, 2023","1 Harbour Road, Portrush BT56 8DF Northern Ireland",55.20788,-6.657963,"#7 of 39 Restaurants in Portrush","#7 of 39 Restaurants in Portrush",983,0,0,,"Seafood, European, British","Lunch, Dinner, Late Night","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Seating, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service","True","True","https://www.ramorerestaurant.com/restaurant/mermaid/",45,45,40,45,601,163,84,69,66,"Italian (3), Dutch (2), Swedish (1), Spanish (2), English (966), German (3), French (6)","g209952-d4465617","in rating","$$ - $$$","Seafood, European, British",966,17,966,"Restaurants"
"g209952-d15055878","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Portrush', 'Portrush Restaurants', 'Ramore Restaurants']","Ramore Restaurants","Claimed",2.5,"September 10, 2023","The Harbour, Portrush BT56 8DF Northern Ireland",55.207962,-6.657921,"#39 of 39 Restaurants in Portrush","#2 of 2 Wine Bar in Portrush",163,0,0,,"British, Wine Bar",,,"Seating, Serves Alcohol, Full Bar, Table Service","True","True","http://www.ramorerestaurant.com/thetourist.php",30,25,30,,34,11,15,38,65,"Chinese (Sim.) (1), English (162)","g209952-d15055878","in rating","$$ - $$$","British, Wine Bar",162,1,162,"Restaurants"
"g209952-d15060174","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Portrush', 'Portrush Restaurants', 'Bob & Berts Portrush']","Bob & Berts Portrush","Claimed",3,"September 23, 2023","13 Main Street, Portrush BT56 8BL Northern Ireland",55.20633,-6.65288,"#35 of 39 Restaurants in Portrush","#30 of 37 British in Portrush",72,0,0,,"Cafe, British","Breakfast, Lunch","Vegetarian Friendly, Gluten Free Options","Takeout, Seating, Highchairs Available, Wheelchair Accessible, Gift Cards Available","True","True","https://bobandberts.com",35,35,30,,17,12,11,8,24,"English (72)","g209952-d15060174","in rating","$$ - $$$","Cafe, British, Vegetarian Friendly",72,0,72,"Restaurants"
"g209952-d16658395","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Portrush', 'Portrush Restaurants', 'The Coast Portrush']","The Coast Portrush","Claimed",2.5,"September 3, 2023","The Harbour Castle Erin Road, Portrush BT56 8DH Northern Ireland",55.207886,-6.658086,"#36 of 39 Restaurants in Portrush","#32 of 37 British in Portrush",128,0,0,,"Bar, British, Pizza",,,"Reservations, Seating, Serves Alcohol, Full Bar, Table Service","True","True","https://www.facebook.com/coastramore/",35,35,30,,30,16,16,23,43,"Hebrew (1), English (127)","g209952-d16658395","in rating","$$ - $$$","Bar, Pizza, British",127,1,127,"Restaurants"
"g209952-d17520978","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Portrush', 'Portrush Restaurants', ""Maud's""]","Maud's","Unclaimed",2.5,"October 7, 2023","43 Eglinton Street, Portrush BT56 8DX Northern Ireland",55.204205,-6.652442,"#3 of 3 Desserts in Portrush","#3 of 3 Dessert in Portrush",26,0,0,"₪19 - ₪34","Cafe, British","Lunch, Dinner",,"Accepts Credit Cards, Seating","True","False","https://www.facebook.com/Mauds-Portrush-167752620609196/",25,30,25,,6,2,3,2,13,"English (26)","g209952-d17520978","in rating","$","Dessert, Cafe, British",26,0,26,"Desserts"
"g209952-d17550546","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Portrush', 'Portrush Restaurants', 'Infinity Fish Bar & Grill']","Infinity Fish Bar & Grill","Claimed",4,"April 30, 2023","76 Main Street, Portrush BT56 8BN Northern Ireland",55.20743,-6.654047,"#4 of 14 Quick Bites in Portrush","#4 of 14 Quick Bites in Portrush",33,0,0,,"Fast Food, Seafood, Street Food","Lunch, Dinner","Vegetarian Friendly, Vegan Options","Takeout, Television, Wheelchair Accessible, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, Non-smoking restaurants","True","True","http://www.infinityportrush.com/",45,40,40,,23,2,0,4,4,"English (33)","g209952-d17550546","in rating","$","Quick Bites, Seafood, Fast Food",33,0,33,"Quick Bites"
"g209952-d17763800",,,,,,,,,,,0,0,0,,,,,"nan","False","False",,,,,,,,,,,"nan",,"redirect",,,0,0,0,
"g209952-d17830582","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Portrush', 'Portrush Restaurants', ""Domino's Pizza - Portrush""]","Domino's Pizza - Portrush","Unclaimed",3,"May 13, 2023","27-29 Eglinton Street, Portrush BT56 8DX Northern Ireland",55.20447,-6.652375,"#32 of 39 Restaurants in Portrush","#32 of 39 Restaurants in Portrush",7,0,0,,,"Lunch, Dinner",,,"True","True","https://www.dominos.co.uk/pizza-near-me/portrush/27-29-eglinton-street?utm_source=extended_network&utm_medium=yext&y_source=1_MTIxMzc1MzEtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D",,,,,3,0,1,1,2,"English (7)","g209952-d17830582","in rating","$$ - $$$",,7,0,7,"Restaurants"
"g209952-d17848809","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Portrush', 'Portrush Restaurants', 'Indigo Cafe Portrush']","Indigo Cafe Portrush","Claimed",4.5,"August 18, 2023","21 Eglinton Street, Portrush BT56 8DX Northern Ireland",55.204742,-6.652429,"#11 of 39 Restaurants in Portrush","#11 of 39 Restaurants in Portrush",41,0,0,"₪24 - ₪49","Irish, British","Breakfast, Lunch, Brunch","Vegetarian Friendly","Takeout, Seating, Table Service, Outdoor Seating, Highchairs Available, Free Wifi, Accepts Credit Cards, Dog Friendly","True","True","https://www.facebook.com/IndigocafePortrush/",45,45,40,,34,4,1,0,2,"English (41)","g209952-d17848809","in rating","$$ - $$$","Irish, British, Vegetarian Friendly",41,0,41,"Restaurants"
"g209952-d1790449","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Portrush', 'Portrush Restaurants', 'The Playhouse']","The Playhouse","Unclaimed",4,"July 2, 2023","45-51 Main Street, Portrush BT56 8BL Northern Ireland",55.20707,-6.65402,"#21 of 39 Restaurants in Portrush","#9 of 11 Bar in Portrush",37,0,0,,"Bar","Lunch, Dinner, Late Night",,"Seating, Highchairs Available, Reservations, Serves Alcohol, Table Service","True","False",,45,40,40,40,17,11,3,3,3,"English (37)","g209952-d1790449","in rating",,"Bar",37,0,37,"Restaurants"
"g209952-d18316642","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Portrush', 'Portrush Restaurants', 'Basalt']","Basalt","Claimed",3,"September 2, 2023","The Harbour, Portrush BT56 8DF Northern Ireland",55.207924,-6.658149,"#27 of 39 Restaurants in Portrush","#27 of 39 Restaurants in Portrush",183,0,0,,"Spanish, British","Dinner","Vegetarian Friendly, Gluten Free Options","Reservations, Seating, Serves Alcohol, Full Bar, Table Service","True","True","http://www.ramorerestaurant.com/basalt.php",35,30,25,30,73,23,14,20,53,"Chinese (Sim.) (1), English (181), German (1)","g209952-d18316642","in rating","$$ - $$$","Spanish, British, Vegetarian Friendly",181,2,181,"Restaurants"
"g209952-d19100480","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Portrush', 'Portrush Restaurants', 'Two Twenty']","Two Twenty","Unclaimed",3.5,"September 12, 2023","220 Ballybogy Road, Portrush BT56 8NE Northern Ireland",55.19831,-6.60097,"#8 of 14 Quick Bites in Portrush","#8 of 14 Quick Bites in Portrush",31,0,0,,"Cafe","Breakfast, Lunch","Vegetarian Friendly","Accepts Credit Cards, Seating","True","True","https://www.facebook.com/Two-Twenty-368943560635307/",40,40,30,,15,4,3,2,7,"English (31)","g209952-d19100480","in rating","$$ - $$$","Quick Bites, Cafe, Vegetarian Friendly",31,0,31,"Quick Bites"
"g209952-d19732625","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Portrush', 'Portrush Restaurants', 'Halt']","Halt","Unclaimed",,,"5 Dhu Varren Park The Carrick, Portrush BT56 8EL Northern Ireland",55.196335,-6.659986,,,0,0,0,,,,,,"False","True","https://thecarrick.co.uk/blog/halt/",,,,,0,0,0,0,0,"nan","g209952-d19732625","in rating","$$ - $$$","Irish, European, British",0,0,0,
"g209952-d19796268","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Portrush', 'Portrush Restaurants', 'Urban']","Urban","Unclaimed",4,"October 8, 2023","26 Dunluce Avenue, Portrush BT56 8DW Northern Ireland",55.20324,-6.65201,"#9 of 39 Restaurants in Portrush","#9 of 39 Restaurants in Portrush",265,0,0,,"British","Lunch, Dinner","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Seating, Highchairs Available, Serves Alcohol, Full Bar, Table Service","True","True","http://Urbanportrush.com",40,40,40,30,155,29,28,22,31,"English (265)","g209952-d19796268","in rating","$$ - $$$","British, Vegetarian Friendly, Vegan Options",265,0,265,"Restaurants"
"g209952-d21345890","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Portrush', 'Portrush Restaurants', 'Kraken Fish & Chips']","Kraken Fish & Chips","Unclaimed",3,"October 16, 2023","Lansdowne Crescent, Portrush BT56 8AY Northern Ireland",55.21079,-6.657755,"#10 of 14 Quick Bites in Portrush","#10 of 14 Quick Bites in Portrush",185,0,0,,"Seafood, Fast Food, British",,,"Takeout, Seating, Serves Alcohol","False","True","http://www.krakenfishbar.co.uk/",30,40,30,40,55,15,15,38,62,"English (185)","g209952-d21345890","in rating","$$ - $$$","Quick Bites, Seafood, Fast Food",185,0,185,"Quick Bites"
"g209952-d2146621","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Portrush', 'Portrush Restaurants', 'Atlantic Restaurant']","Atlantic Restaurant","Claimed",3.5,"October 13, 2022","Dunluce Road, Portrush BT56 8JQ Northern Ireland",55.20677,-6.5982,"#25 of 39 Restaurants in Portrush","#25 of 39 Restaurants in Portrush",123,0,0,,"British","Breakfast, Lunch, Dinner, Late Night",,"Reservations, Seating, Highchairs Available, Serves Alcohol, Full Bar, Table Service","False","True","http://www.golflinkshotel.com",40,40,40,40,47,20,20,22,14,"English (122), French (1)","g209952-d2146621","in rating","$$ - $$$","British",122,1,122,"Restaurants"
"g209952-d2175570","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Portrush', 'Portrush Restaurants', ""Leona's Tea Room & Bakery""]","Leona's Tea Room & Bakery","Claimed",4.5,"February 28, 2022","41 Magheraboy Road Magherabuoy House Hotel, Portrush BT56 8NX Northern Ireland",55.18698,-6.656954,"#2 of 3 Desserts in Portrush","#2 of 3 Dessert in Portrush",160,0,0,"₪15 - ₪53","British, Soups","Brunch, Breakfast, Lunch, Drinks","Vegetarian Friendly","Seating, Free off-street parking, Highchairs Available, Free Wifi, Takeout, Parking Available, Wheelchair Accessible, Accepts Credit Cards, Reservations, Table Service","True","True","http://www.magherabuoy.co.uk/leonas",45,45,45,45,107,33,6,6,8,"English (160)","g209952-d2175570","in rating","$$ - $$$","Dessert, British, Soups",160,0,160,"Desserts"
"g209952-d2207723","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Portrush', 'Portrush Restaurants', 'The Spinnaker']","The Spinnaker","Claimed",3,"August 23, 2023","25 Main Street, Portrush BT56 8BL Northern Ireland",55.20649,-6.652808,"#33 of 39 Restaurants in Portrush","#28 of 37 British in Portrush",220,0,0,,"British, Bar","Late Night",,"Reservations, Seating, Highchairs Available, Serves Alcohol, Full Bar, Table Service, Gift Cards Available","True","True","https://www.facebook.com/spinnakerportrush/",30,35,30,35,59,45,24,36,56,"Italian (3), English (212), French (1), Spanish (2), German (2)","g209952-d2207723","in rating","$$ - $$$","Bar, British",212,8,212,"Restaurants"
"g209952-d2276124","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Portrush', 'Portrush Restaurants', 'Adelphi Bistro']","Adelphi Bistro","Claimed",4.5,"September 29, 2023","67-71 Main Street Adelphi Portrush, Portrush BT56 8BN Northern Ireland",55.207626,-6.654358,"#2 of 39 Restaurants in Portrush","#2 of 39 Restaurants in Portrush",461,0,0,,"Irish, European, British","Breakfast, Lunch, Dinner, Brunch","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Seating, Highchairs Available, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Wheelchair Accessible","True","True","http://www.adelphiportrush.com/",45,45,45,45,299,95,31,14,22,"German (4), Czech (1), Dutch (1), Italian (4), French (4), English (444), Polish (1), Portuguese (1), Spanish (1)","g209952-d2276124","in rating","$$ - $$$","Irish, European, British",444,17,444,"Restaurants"
"g209952-d2555881","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Portrush', 'Portrush Restaurants', 'Bentleys Cafe']","Bentleys Cafe - CLOSED","Unclaimed",4,"August 27, 2018","13 Main Street, Portrush BT56 8BL Northern Ireland",55.20633,-6.65288,,,60,0,0,,"Cafe",,,,"False","True","http://www.bentleyscafe.co.uk/",35,40,35,35,27,17,6,2,8,"English (60)","g209952-d2555881","closed",,"Cafe",60,0,60,
"g209952-d3377398","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Portrush', 'Portrush Restaurants', 'Harbour bar']","Harbour bar","Claimed",4.5,"October 13, 2023","6 Harbour Road 6 Harbour Rd Portrush, County Antrim BT56 8DF, Portrush BT56 8DF Northern Ireland",55.207623,-6.65826,"#3 of 39 Restaurants in Portrush","#3 of 39 Restaurants in Portrush",1021,0,0,,"Irish, Bar, British","Dinner, Drinks","Vegetarian Friendly","Seating, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, Live Music","True","True","http://www.ramorerestaurant.com/harbourbar.php",45,45,45,45,720,148,48,37,68,"Chinese (Sim.) (1), Hungarian (1), Italian (11), Swedish (1), Danish (1), Norwegian (1), German (12), French (7), Dutch (3), English (978), Spanish (4), Portuguese (1)","g209952-d3377398","in rating","$$ - $$$","Irish, Bar, British",978,43,978,"Restaurants"
"g209952-d3447853","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Portrush', 'Portrush Restaurants', 'Inn on the Coast']","Inn on the Coast","Claimed",4,"June 26, 2023","50 Ballyreagh Road, Portrush BT56 8LT Northern Ireland",55.196342,-6.678619,"#12 of 39 Restaurants in Portrush","#6 of 11 Bar in Portrush",163,0,0,,"Bar, British, Pub","Lunch, Dinner, Drinks, Breakfast","Vegetarian Friendly, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Table Service","True","True","http://www.innonthecoastportrush.com/",35,40,35,30,81,47,13,13,9,"Italian (3), Dutch (1), French (1), English (158)","g209952-d3447853","in rating","$$ - $$$","Bar, British, Pub",158,5,158,"Restaurants"
"g209952-d3475644","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Portrush', 'Portrush Restaurants', 'The Quays Bar']","The Quays Bar","Claimed",4.5,"October 11, 2023","63 Eglinton Street, Portrush BT56 8DZ Northern Ireland",55.20352,-6.652683,"#4 of 39 Restaurants in Portrush","#4 of 39 Restaurants in Portrush",343,1,0,"₪15 - ₪44","Irish, Bar, British, Pub, International","Lunch, Dinner, Brunch, Drinks","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Live Music","True","True","http://www.quaysbarportrush.com/",45,45,45,45,225,61,21,12,24,"Italian (1), French (5), German (2), English (335)","g209952-d3475644","in rating","$$ - $$$","Irish, Bar, International",335,8,335,"Restaurants"
"g209952-d3806016","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Portrush', 'Portrush Restaurants', ""Morelli's""]","Morelli's","Claimed",4.5,"July 30, 2023","7A Eglinton Street, Portrush BT56 8DX Northern Ireland",55.20502,-6.65222,"#1 of 3 Desserts in Portrush","#1 of 3 Dessert in Portrush",143,0,0,,"Cafe",,,"Takeout, Wheelchair Accessible","True","True","http://www.morellisices.com/buy.php",45,45,40,35,85,36,12,5,5,"German (1), English (140), Japanese (1), Spanish (1)","g209952-d3806016","in rating","$","Dessert, Cafe",140,3,140,"Desserts"
"g209952-d3835998","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Portrush', 'Portrush Restaurants', 'The Cellar Bar']","The Cellar Bar","Unclaimed",4,"August 20, 2023","53-57 Main Street The Port Hotel, Portrush BT56 8BN Northern Ireland",55.2074,-6.65432,"#19 of 39 Restaurants in Portrush","#5 of 5 Pub in Portrush",86,0,0,,"Bar, British, Pub","Lunch, Breakfast, Dinner",,"Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service","False","True","http://www.theporthotel.net/The_port_Hotel/The_Cellar_Bar.html",45,45,45,50,44,21,7,4,10,"English (86)","g209952-d3835998","in rating","$$ - $$$","Bar, British, Pub",86,0,86,"Restaurants"
"g209952-d4168518","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Portrush', 'Portrush Restaurants', 'The Tides Restaurant']","The Tides Restaurant","Claimed",4,"October 13, 2023","21 Ballyreagh Road, Portrush BT56 8LR Northern Ireland",55.19778,-6.674132,"#8 of 39 Restaurants in Portrush","#4 of 7 European in Portrush",1679,0,0,,"European, British","Lunch, Dinner, Brunch, Late Night","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Seating, Parking Available, Validated Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Live Music, Waterfront","False","True","http://www.thetidesportrush.co.uk",40,40,45,40,836,385,184,135,139,"English (1, 658), German (5), Italian (6), Polish (1), French (9)","g209952-d4168518","in rating","$$ - $$$","European, British, Vegetarian Friendly",1,21,1,"Restaurants"
"g209952-d4465617","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Portrush', 'Portrush Restaurants', 'Mermaid Kitchen & Bar']","Mermaid Kitchen & Bar","Claimed",4,"September 19, 2023","1 Harbour Road, Portrush BT56 8DF Northern Ireland",55.20788,-6.657963,"#7 of 39 Restaurants in Portrush","#7 of 37 British in Portrush",983,0,0,,"Seafood, European, British","Lunch, Dinner, Late Night","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Seating, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service","True","True","https://www.ramorerestaurant.com/restaurant/mermaid/",45,45,40,45,601,163,84,69,66,"Italian (3), Dutch (2), Swedish (1), Spanish (2), English (966), German (3), French (6)","g209952-d4465617","duplicate","$$ - $$$","Seafood, European, British",966,17,966,"Restaurants"
