"id","country_region","rest_name","is_claimed","rating","last_review","address","latitude","longitude","popularity_top","popularity_detailed","n_reviews","travellers_choice","michelin","price_range","cuisines","meal_types","special_diets","features","working_hours","telephone","website","food_rating","service_rating","value_rating","atmosphere_rating","traveller_rating_5","traveller_rating_4","traveller_rating_3","traveller_rating_2","traveller_rating_1","all_languages","id_destination","status","price_category","top_tags","English","non-English","local","type"
"g1005741-d1819690","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Tyrone', 'Clogher', 'Clogher Restaurants', 'Carleton Restaurant']","Carleton Restaurant","Claimed",4,"July 23, 2023","20 Corick Road Corick House Hotel & Spa, Clogher BT76 0BZ Northern Ireland",54.427658,-7.171361,"#1 of 1 Restaurant in Clogher","#2 of 2 British in Clogher",36,0,0,,"British","Dinner, Breakfast",,"Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Highchairs Available, Table Service","False","True","https://www.corickcountryhouse.com/carlton-restaurant.html",40,40,40,,22,2,3,5,4,"English (36)","g1005741-d1819690","in rating","$$ - $$$","British",36,0,36,"Restaurants"
"g1005741-d7817925","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Tyrone', 'Clogher', 'Clogher Restaurants', 'Courthouse']","Courthouse","Unclaimed",4.5,"January 19, 2023","49 Main Street, Clogher BT76 0AA Northern Ireland",54.4118,-7.17085,"#1 of 2 Coffee & Tea in Clogher","#1 of 2 Coffee & Tea in Clogher",30,0,0,,"Cafe, British","Breakfast, Lunch, Brunch","Vegetarian Friendly","Seating, Takeout, Wheelchair Accessible","False","True",,45,50,45,,25,2,2,0,1,"English (30)","g1005741-d7817925","in rating","$$ - $$$","Quick Bites, Cafe, British",30,0,30,"Coffee & Tea"
"g1010177-d3804808","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Fermanagh', 'Belleek', 'Belleek Restaurants', 'The Thatch']","The Thatch","Unclaimed",4.5,"August 28, 2023","20 Main Street, Belleek BT93 3FX Northern Ireland",54.48024,-8.092543,"#1 of 1 Coffee & Tea in Belleek","#1 of 1 Coffee & Tea in Belleek",117,0,0,,"Irish, Cafe, British, Soups","Breakfast, Lunch, Brunch","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Seating, Table Service","False","True",,50,45,45,50,85,23,4,2,3,"English (114), Italian (1), German (2)","g1010177-d3804808","in rating","$$ - $$$","Irish, Cafe, British",114,3,114,"Coffee & Tea"
"g1010177-d4375574","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Fermanagh', 'Belleek', 'Belleek Restaurants', 'Belleek Pottery Tea Room']","Belleek Pottery Tea Room","Claimed",4,"September 23, 2023","3 Main Street, Belleek BT93 3FY Northern Ireland",54.47894,-8.09257,"#4 of 6 Restaurants in Belleek","#4 of 4 British in Belleek",81,0,0,,"Cafe, British","Lunch","Vegetarian Friendly","Seating, Highchairs Available, Wheelchair Accessible","True","True","http://www.belleekpottery.ie/Company-Info/Visitor-Centre/Tea-Room",40,40,40,,35,26,11,7,2,"Dutch (1), English (78), German (2)","g1010177-d4375574","in rating","$$ - $$$","Cafe, British, Vegetarian Friendly",78,3,78,"Restaurants"
"g1010177-d6942858","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Fermanagh', 'Belleek', 'Belleek Restaurants', 'The Lemon Tree Coffee House']","The Lemon Tree Coffee House","Claimed",5,"September 10, 2023","5 Main Street, Belleek BT93 3FY Northern Ireland",54.47989,-8.093472,"#1 of 6 Restaurants in Belleek","#1 of 6 Restaurants in Belleek",86,0,0,,"Irish, Cafe","Lunch, Brunch, Breakfast","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Seating, Highchairs Available, Wheelchair Accessible, Free Wifi, Table Service","True","True","http://www.facebook.com/TheLemonTreeCoffeeHouse",45,45,45,,71,12,1,1,1,"German (1), English (85)","g1010177-d6942858","in rating","$$ - $$$","Irish, Cafe, Vegetarian Friendly",85,1,85,"Restaurants"
"g1010177-d7363330","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Fermanagh', 'Belleek', 'Belleek Restaurants', 'The Forge Restaurant and Takeaway']","The Forge Restaurant and Takeaway","Claimed",4.5,"September 6, 2023","40 Main Street, Belleek BT93 3FX Northern Ireland",54.480244,-8.090962,"#3 of 6 Restaurants in Belleek","#3 of 4 British in Belleek",70,0,0,,"European, British","Lunch, Dinner, Breakfast, Brunch","Vegetarian Friendly","Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Cash Only, Free Wifi, Table Service","True","True","http://www.facebook.com/pages/The-Forge-Restaurant-and-Takeaway-Belleek/1479522852275910",45,45,45,,49,8,5,3,5,"German (1), English (66), Italian (3)","g1010177-d7363330","in rating","$$ - $$$","European, British, Vegetarian Friendly",66,4,66,"Restaurants"
"g1010177-d8484014","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Fermanagh', 'Belleek', 'Belleek Restaurants', 'Fiddlestone Pub']","Fiddlestone Pub","Claimed",4,"August 12, 2023","15 Main Street, Belleek BT93 3FY Northern Ireland",54.47997,-8.09325,"#5 of 6 Restaurants in Belleek","#2 of 2 Pub in Belleek",15,0,0,,"Pub, Bar","Breakfast",,"Reservations, Seating","False","False",,,40,40,,8,5,0,0,2,"Spanish (1), English (14)","g1010177-d8484014","in rating",,"Bar, Pub",14,1,14,"Restaurants"
"g1010177-d8489297","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Fermanagh', 'Belleek', 'Belleek Restaurants', 'The Black Cat Cove']","The Black Cat Cove","Unclaimed",4.5,"July 17, 2022","Mainstreer, Belleek Northern Ireland",54.480213,-8.092013,"#2 of 6 Restaurants in Belleek","#1 of 2 Bar in Belleek",94,0,0,,"Irish, Bar, Pub, British","Lunch, Dinner, Brunch","Vegetarian Friendly","Reservations, Seating, Highchairs Available, Serves Alcohol, Full Bar, Table Service, Television, Wheelchair Accessible","False","True","http://www.dulrushfishinglodge.com/the-black-cat-cove/",40,45,45,,51,30,6,4,3,"Italian (1), French (1), German (5), English (85), Swedish (1), Spanish (1)","g1010177-d8489297","in rating","$$ - $$$","Irish, Bar, British",85,9,85,"Restaurants"
"g1010177-d9800362","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Fermanagh', 'Belleek', 'Belleek Restaurants', ""McDonnell's Burger Bar""]","McDonnell's Burger Bar","Unclaimed",4.5,"February 13, 2017","30 Main Street, Belleek BT93 3FX Northern Ireland",54.48025,-8.091861,"#6 of 6 Restaurants in Belleek","#6 of 6 Restaurants in Belleek",2,0,0,,,"Dinner",,,"True","True","http://www.facebook.com/McDonnellsBurgerBar/",,,,,1,1,0,0,0,"English (2)","g1010177-d9800362","in rating","$",,2,0,2,"Restaurants"
"g1019569-d12950809",,,,,,,,,,,0,0,0,,,,,"nan","False","False",,,,,,,,,,,"nan",,"redirect",,,0,0,0,
"g1019569-d14973349","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Tyrone', 'Fivemiletown', 'Fivemiletown Restaurants', 'CoffeeHouse95']","CoffeeHouse95","Unclaimed",4.5,"July 25, 2023","95 Main Street, Fivemiletown BT75 0PG Northern Ireland",54.378162,-7.315478,"#2 of 4 Restaurants in Fivemiletown","#1 of 1 Cafe in Fivemiletown",25,0,0,,"Cafe","Breakfast, Lunch, Brunch",,"Seating, Highchairs Available, Accepts Credit Cards, Takeout, Table Service","False","True","https://www.facebook.com/coffeehouse95fmt/",40,45,,,20,3,0,1,1,"English (25)","g1019569-d14973349","in rating","$$ - $$$","Cafe",25,0,25,"Restaurants"
"g1019569-d2200644","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Tyrone', 'Fivemiletown', 'Fivemiletown Restaurants', 'Edfield Restaurant']","Edfield Restaurant","Unclaimed",4.5,"September 19, 2023","3 Edfield Way, Fivemiletown BT75 0QH Northern Ireland",54.378284,-7.316079,"#1 of 4 Restaurants in Fivemiletown","#1 of 1 Diner in Fivemiletown",74,0,0,,"Fast Food, British, Diner","Breakfast, Lunch, Dinner","Vegetarian Friendly, Gluten Free Options","Takeout, Seating, Highchairs Available, Wheelchair Accessible, Table Service","True","True","https://www.facebook.com/Edfield-restaurant-fivemiletown-299563444220018/",45,50,45,40,58,6,6,2,2,"Spanish (1), English (73)","g1019569-d2200644","in rating","$","Fast Food, British, Diner",73,1,73,"Restaurants"
"g1019569-d2410805","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Tyrone', 'Fivemiletown', 'Fivemiletown Restaurants', 'Rusks']","Rusks","Claimed",4.5,"July 8, 2023","476a Belfast Road, Fivemiletown BT75 0SE Northern Ireland",54.367912,-7.337036,"#3 of 4 Restaurants in Fivemiletown","#2 of 3 British in Fivemiletown",38,0,0,,"Bar, British, Pub","Lunch, Drinks, Dinner","Vegetarian Friendly","Takeout, Wheelchair Accessible, Buffet, Seating, Parking Available, Free off-street parking, Television, Highchairs Available, Full Bar, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Serves Alcohol, Accepts Credit Cards, Table Service","True","True","http://www.facebook.com/RusksatClogherValley/",45,45,45,40,27,7,2,0,2,"English (38)","g1019569-d2410805","in rating","$$ - $$$","Bar, British, Pub",38,0,38,"Restaurants"
"g1024119-d10163627","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Killyleagh', 'Killyleagh Restaurants', 'Peking Garden Chinese Take Away']","Peking Garden Chinese Take Away","Unclaimed",3.5,"August 25, 2021","17 Cross Street, Killyleagh BT30 9QG Northern Ireland",54.397987,-5.650693,"#6 of 6 Restaurants in Killyleagh","#6 of 6 Restaurants in Killyleagh",9,0,0,,"Chinese",,,,"False","True",,,,,,4,2,1,0,2,"English (9)","g1024119-d10163627","in rating","$","Chinese",9,0,9,"Restaurants"
"g1024119-d11715639","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Killyleagh', 'Killyleagh Restaurants', 'Windflower Chinese Takeaway']","Windflower Chinese Takeaway","Unclaimed",5,"October 30, 2016","25A High Street, Killyleagh BT30 9QF Northern Ireland",54.40085,-5.65165,"#5 of 6 Restaurants in Killyleagh","#5 of 6 Restaurants in Killyleagh",2,0,0,,,,,,"False","True",,,,,,2,0,0,0,0,"English (2)","g1024119-d11715639","in rating",,,2,0,2,"Restaurants"
"g1024119-d11715649","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Killyleagh', 'Killyleagh Restaurants', 'killyleach Catch']","killyleach Catch","Unclaimed",4,"November 17, 2021","12 Catherine Street, Killyleagh BT30 9QQ Northern Ireland",54.39955,-5.651032,"#4 of 6 Restaurants in Killyleagh","#1 of 1 Seafood in Killyleagh",9,0,0,,"Seafood",,,,"False","True",,,,,,2,5,1,1,0,"English (9)","g1024119-d11715649","in rating",,"Seafood",9,0,9,"Restaurants"
"g1024119-d2320962","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Killyleagh', 'Killyleagh Restaurants', 'Dufferin Arms']","Dufferin Arms","Claimed",4.5,"August 2, 2023","35 High Street, Killyleagh BT30 9QF Northern Ireland",54.40124,-5.652255,"#2 of 6 Restaurants in Killyleagh","#1 of 1 Bar in Killyleagh",204,0,0,"₪14 - ₪121","Irish, Bar, British, Pub, Soups","Lunch, Dinner, Brunch, Late Night, Drinks","Vegetarian Friendly, Gluten Free Options","Outdoor Seating, Seating, Parking Available, Street Parking, Free off-street parking, Television, Highchairs Available, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Cash Only, Free Wifi, Reservations, Accepts Credit Cards, Table Service, Live Music","True","True","http://www.dufferinarms.co.uk/",45,45,45,40,126,55,11,3,9,"English (203), French (1)","g1024119-d2320962","in rating","$$ - $$$","Irish, Bar, British",203,1,203,"Restaurants"
"g1024119-d2414277","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Killyleagh', 'Killyleagh Restaurants', 'Picnic Delicatessen']","Picnic Delicatessen","Claimed",4.5,"September 21, 2023","47 High Street, Killyleagh BT30 9QF Northern Ireland",54.401478,-5.652631,"#3 of 6 Restaurants in Killyleagh","#3 of 6 Restaurants in Killyleagh",27,0,0,,"Cafe, British, Deli","Breakfast, Lunch, Brunch","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Outdoor Seating, Seating, Highchairs Available, Table Service, Dog Friendly, Gift Cards Available","True","True","http://www.picnicathome.co.uk",50,50,45,,24,1,0,2,0,"English (27)","g1024119-d2414277","in rating","$$ - $$$","Cafe, British, Deli",27,0,27,"Restaurants"
"g1024119-d7891852","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Down', 'Killyleagh', 'Killyleagh Restaurants', 'The Smugglers Table']","The Smugglers Table","Claimed",5,"August 19, 2023","2-4 Bridge Street, Killyleagh BT30 9QN Northern Ireland",54.398235,-5.646434,"#1 of 6 Restaurants in Killyleagh","#1 of 6 Restaurants in Killyleagh",279,0,0,,"Irish, European, British","Breakfast, Lunch, Dinner, Brunch","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service","True","True","http://www.thesmugglerstable24bridgestree.epageuk.com",50,50,45,,231,36,8,1,3,"English (277), Portuguese (1), French (1)","g1024119-d7891852","in rating","$$ - $$$","Irish, European, British",277,2,277,"Restaurants"
"g10429589-d6210861","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Islandmagee', 'Islandmagee Restaurants', 'The Rinka']","The Rinka","Unclaimed",4.5,"September 19, 2023","55 Middle Road, Islandmagee BT40 3SL Northern Ireland",54.77867,-5.7074,"#1 of 1 Dessert in Islandmagee","#1 of 1 Dessert in Islandmagee",142,0,0,,"Cafe","Dinner",,"Takeout, Outdoor Seating, Seating, Parking Available, Wheelchair Accessible","True","True","http://www.therinkha.com",45,40,45,30,95,35,5,1,6,"English (140), Indonesian (1), Spanish (1)","g10429589-d6210861","in rating","$","Dessert, Cafe",140,2,140,"Desserts"
"g1056083-d14940133","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Armagh', 'Tandragee', 'Tandragee Restaurants', 'The Cosy Teapot Cafe']","The Cosy Teapot Cafe","Unclaimed",4.5,"July 10, 2019","22-24 Market Street Unit 2. Smyth's Arcade, Tandragee BT62 2BW Northern Ireland",54.35401,-6.4143,"#2 of 3 Restaurants in Tandragee","#1 of 1 Irish in Tandragee",3,0,0,,"Irish, Cafe, Diner, Soups","Breakfast, Lunch",,,"True","True","https://www.facebook.com/thecosyteapot/",,,,,2,1,0,0,0,"English (3)","g1056083-d14940133","in rating",,"Irish, Cafe, Diner, Soups",3,0,3,"Restaurants"
"g1056083-d19928668","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Armagh', 'Tandragee', 'Tandragee Restaurants', 'Golden Peony']","Golden Peony","Unclaimed",3,"January 21, 2020","Portadown Rd Ballymore Filling Station, Tandragee BT62 2JU Northern Ireland",,,"#3 of 3 Restaurants in Tandragee","#1 of 1 Chinese in Tandragee",1,0,0,,"Chinese, Asian","Breakfast, Lunch, Dinner",,,"True","True",,,,,,0,0,1,0,0,"English (1)","g1056083-d19928668","in rating",,"Chinese, Asian",1,0,1,"Restaurants"
"g1056083-d8418230","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Armagh', 'Tandragee', 'Tandragee Restaurants', 'Vault Bistro']","Vault Bistro","Unclaimed",4.5,"October 1, 2018","39-45 Market Street, Tandragee BT61 7BW Northern Ireland",54.34815,-6.6537,"#1 of 3 Restaurants in Tandragee","#1 of 3 Restaurants in Tandragee",11,0,0,,,"Breakfast, Dinner",,"Wheelchair Accessible, Seating","False","True","http://www.facebook.com/pages/Vault-Bistro/849073218475382",,,,,4,7,0,0,0,"English (11)","g1056083-d8418230","in rating","$",,11,0,11,"Restaurants"
"g1076215-d10687913","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Fermanagh', 'Irvinestown', 'Irvinestown Restaurants', 'Mozzarella Fellas']","Mozzarella Fellas","Claimed",5,"February 16, 2020","16 Church Street, Irvinestown BT94 1EH Northern Ireland",54.470974,-7.632756,"#4 of 5 Restaurants in Irvinestown","#1 of 2 Fast Food in Irvinestown",28,0,0,"₪14 - ₪48","Pizza, Fast Food","Dinner","Vegetarian Friendly","Takeout, Parking Available, Street Parking, Free off-street parking, Wheelchair Accessible, Free Wifi, Digital Payments, Accepts Credit Cards, Family style, Gift Cards Available","True","True","http://cms.cynergy-techapps.com/promo/mozzerre",50,50,50,,27,0,0,1,0,"English (28)","g1076215-d10687913","in rating","$","Pizza, Fast Food, Vegetarian Friendly",28,0,28,"Restaurants"
"g1076215-d1408995","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Fermanagh', 'Irvinestown', 'Irvinestown Restaurants', ""Mahon's Hotel Restaurant""]","Mahon's Hotel Restaurant","Claimed",4.5,"September 4, 2023","Mill Street, Irvinestown BT74 9XX Northern Ireland",54.46895,-7.62854,"#3 of 5 Restaurants in Irvinestown","#3 of 3 British in Irvinestown",86,0,0,"₪24 - ₪97","Bar, British","Late Night, Drinks, Breakfast, Lunch, Dinner","Vegetarian Friendly","Reservations, Seating, Highchairs Available, Wheelchair Accessible, Full Bar, Serves Alcohol, Table Service","False","True","http://www.mahonshotel.co.uk/restaurant-1",40,45,40,45,55,19,3,7,2,"English (86)","g1076215-d1408995","in rating","$$ - $$$","Bar, British, Vegetarian Friendly",86,0,86,"Restaurants"
"g1076215-d2637368","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Fermanagh', 'Irvinestown', 'Irvinestown Restaurants', ""Molly's Bar""]","Molly's Bar","Claimed",4.5,"September 18, 2023","16 Main Street, Irvinestown BT94 1GL Northern Ireland",54.47207,-7.63378,"#1 of 5 Restaurants in Irvinestown","#1 of 1 Pub in Irvinestown",163,0,0,,"Irish, Bar, Pub, British","Lunch, Dinner, Late Night","Vegetarian Friendly, Gluten Free Options","Reservations, Seating, Television, Highchairs Available, Serves Alcohol, Full Bar, Table Service, Takeout","True","True","https://www.facebook.com/Mollys-Bar-Irvinestown-193781000647672/?ref=page_internal",45,45,45,45,110,27,9,7,10,"French (2), Dutch (1), English (159), Spanish (1)","g1076215-d2637368","in rating","$$ - $$$","Irish, Bar, British",159,4,159,"Restaurants"
"g1076215-d4558659","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Fermanagh', 'Irvinestown', 'Irvinestown Restaurants', 'Woodhill Hunting Lodge']","Woodhill Hunting Lodge","Claimed",4.5,"October 5, 2021","31 Enniskillen Road Enniskillen Road, BT94 1QA, Irvinestown, County Fermanagh, Northern Ireland, Irvinestown BT94 1QA Northern Ireland",54.449387,-7.630651,"#2 of 5 Restaurants in Irvinestown","#2 of 3 British in Irvinestown",95,0,0,,"British","Dinner, Lunch","Vegetarian Friendly, Gluten Free Options","Takeout, Reservations, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service","True","True","http://thewoodhill.uk",45,45,45,45,67,15,7,2,4,"English (95)","g1076215-d4558659","in rating","$$ - $$$","British, Vegetarian Friendly, Gluten Free Options",95,0,95,"Restaurants"
"g1076215-d5816262","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Fermanagh', 'Irvinestown', 'Irvinestown Restaurants', 'Joe 90S Chip Shop']","Joe 90S Chip Shop","Claimed",4.5,"May 1, 2023","16 Main Street, Irvinestown BT94 1GJ Northern Ireland",54.47207,-7.63378,"#5 of 5 Restaurants in Irvinestown","#2 of 2 Fast Food in Irvinestown",24,0,0,,"Fast Food","Lunch, Dinner",,"Takeout","True","True","https://www.facebook.com/Joe-90S-Chip-Shop-241647499212932/",50,50,45,,20,2,1,0,1,"English (24)","g1076215-d5816262","in rating","$","Fast Food",24,0,24,"Restaurants"
"g1076215-d8105467","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Fermanagh', 'Irvinestown', 'Irvinestown Restaurants', ""Heather's Cottage Bakes, Tearoom & Bakery""]","Heather's Cottage Bakes, Tearoom & Bakery","Claimed",5,"August 10, 2023","33 Main Street, Irvinestown BT94 1GJ Northern Ireland",54.47245,-7.63288,"#1 of 1 Bakery in Irvinestown","#1 of 1 Bakeries in Irvinestown",17,0,0,,"Cafe","Breakfast, Lunch, Brunch",,"Takeout, Seating, Wheelchair Accessible","True","True","http://www.facebook.com/HeathersCottageBakes",50,50,50,,14,3,0,0,0,"English (17)","g1076215-d8105467","in rating","$","Bakeries, Cafe",17,0,17,"Bakeries"
"g1076929-d11850323","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Londonderry', 'Ballykelly', 'Ballykelly Restaurants', 'Glen Chippy']","Glen Chippy - CLOSED","Unclaimed",,,"40 Glasgow Terrace, Ballykelly BT48 0DP Northern Ireland",55.00734,-7.3285,,,0,0,0,,"British",,,,"False","False",,,,,,0,0,0,0,0,"nan","g1076929-d11850323","closed",,"British",0,0,0,
"g1076929-d4598755","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Londonderry', 'Ballykelly', 'Ballykelly Restaurants', ""Tommy's Traditional Fish and Chips""]","Tommy's Traditional Fish and Chips","Claimed",3,"July 31, 2023","44 Main Street, Ballykelly BT49 9HS Northern Ireland",55.044502,-7.016523,"#2 of 2 Restaurants in Ballykelly","#2 of 2 British in Ballykelly",97,0,0,,"Irish, Fast Food, British","Lunch",,"Takeout, Seating, Wheelchair Accessible, Accepts Credit Cards, Parking Available, Free off-street parking, Highchairs Available, Family style, Non-smoking restaurants","True","True","http://www.tommysfishandchips.com/",35,40,30,,36,10,4,14,33,"French (1), Spanish (1), English (95)","g1076929-d4598755","in rating","$","Irish, Fast Food, British",95,2,95,"Restaurants"
"g1076929-d5817103","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Londonderry', 'Ballykelly', 'Ballykelly Restaurants', 'Darios pizza&pasta']","Darios pizza&pasta","Unclaimed",3,"August 31, 2021","59 Main Street, Ballykelly BT49 9HS Northern Ireland",55.0447,-7.016455,"#1 of 1 Quick Bite in Ballykelly","#1 of 1 Quick Bites in Ballykelly",14,0,0,,"Pizza, Fast Food","Dinner",,"Wheelchair Accessible","True","True","https://www.facebook.com/Darios-Pizza-Ballykelly-356012765035761/",,,,,5,1,1,1,6,"English (14)","g1076929-d5817103","in rating","$","Quick Bites, Pizza, Fast Food",14,0,14,"Quick Bites"
"g1076929-d7264026","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Londonderry', 'Ballykelly', 'Ballykelly Restaurants', 'THE WELL BAR & GRILL']","THE WELL BAR & GRILL","Claimed",4.5,"September 6, 2023","2 Plantation Road, Ballykelly BT49 9HX Northern Ireland",55.03699,-7.022535,"#1 of 2 Restaurants in Ballykelly","#1 of 2 British in Ballykelly",105,0,0,,"Irish, Bar, Pub, British","Lunch, Dinner, Brunch","Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Table Service","True","True","http://thewellbargrill.com/",45,45,45,,72,18,5,5,5,"Spanish (1), English (103), Italian (1)","g1076929-d7264026","in rating","$$ - $$$","Irish, Bar, British",103,2,103,"Restaurants"
"g1091091-d2153831","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Tyrone', 'Newtownstewart', 'Newtownstewart Restaurants', 'Ten Square']","Ten Square","Claimed",4,"February 19, 2019","44B Main Street, Newtownstewart Northern Ireland",54.71831,-7.37703,"#1 of 1 Restaurant in Newtownstewart","#1 of 1 International in Newtownstewart",60,0,0,,"International, British","Lunch, Dinner, Late Night",,"Reservations, Seating, Serves Alcohol, Highchairs Available, Table Service","False","False","https://www.facebook.com/tensquarerestaurant/",40,40,40,40,27,16,5,9,3,"English (60)","g1091091-d2153831","in rating","$$ - $$$","International, British",60,0,60,"Restaurants"
"g1097111-d10235799","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'Airport Road Cafe']","Airport Road Cafe","Unclaimed",4,"April 27, 2023","11 Tully Road Nutts Corner, Aldergrove BT29 4SW Northern Ireland",54.641632,-6.155421,"#4 of 14 Restaurants in Aldergrove","#6 of 9 British in Aldergrove",46,0,0,,"Cafe, British","Breakfast, Lunch, Dinner, Brunch","Vegetarian Friendly","Seating, Highchairs Available, Wheelchair Accessible, Table Service, Takeout","False","True","https://www.facebook.com/Airport-Road-Cafe-731211703622438/",40,45,40,,31,6,2,3,4,"English (46)","g1097111-d10235799","in rating","$","Cafe, British, Vegetarian Friendly",46,0,46,"Restaurants"
"g1097111-d15865072","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'Tesco Cafe']","Tesco Cafe","Unclaimed",5,"September 24, 2020","100-150 York St, Aldergrove BT15 1WA Northern Ireland",54.608532,-5.926487,"#11 of 14 Restaurants in Aldergrove","#11 of 14 Restaurants in Aldergrove",1,0,0,,,"Breakfast, Lunch",,,"True","True","https://www.tesco.com/store-locator/belfast/100-150-york-st/cafe?sc_cmp=ref*yg*stc*3486&utm_source=yext_extnet&utm_campaign=local_cafe_NI&utm_medium=referral",,,,,1,0,0,0,0,"English (1)","g1097111-d15865072","in rating",,,1,0,1,"Restaurants"
"g1097111-d1904082","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'Ballyrobin Country Lodge Restaurant']","Ballyrobin Country Lodge Restaurant","Claimed",4,"October 8, 2023","144-146 Ballyrobin Road, Aldergrove BT29 4EG Northern Ireland",54.66713,-6.193341,"#1 of 14 Restaurants in Aldergrove","#1 of 14 Restaurants in Aldergrove",477,0,0,"₪95 - ₪127","Irish, Bar, European, British, Pub","Breakfast, Lunch, Dinner, Brunch, Late Night","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service","True","True","http://www.ballyrobincountrylodge.com/",40,40,35,40,238,115,50,44,30,"Italian (1), German (1), French (1), Japanese (1), Spanish (1), English (472)","g1097111-d1904082","in rating","$$ - $$$","Irish, Bar, European",472,5,472,"Restaurants"
"g1097111-d2514418","['Europe', 'United Kingdom (UK)', 'Northern Ireland', 'County Antrim', 'Aldergrove', 'Aldergrove Restaurants', 'Doorsteps']","Doorsteps","Unclaimed",4,"February 11, 2020","455-457 Lisburn Road, Aldergrove BT9 7EY Northern Ireland",54.57798,-5.95246,"#1 of 2 Quick Bites in Aldergrove","#1 of 2 Quick Bites in Aldergrove",49,0,0,,"British, Cafe","Breakfast, Lunch","Vegetarian Friendly","Takeout, Seating, Wheelchair Accessible","True","True","http://www.door-steps.co.uk/",45,40,45,30,29,11,2,4,3,"Spanish (1), English (48)","g1097111-d2514418","in rating","$","Quick Bites, Cafe, British",48,1,48,"Quick Bites"
