"id","country_region","rest_name","is_claimed","rating","last_review","address","latitude","longitude","popularity_top","popularity_detailed","n_reviews","travellers_choice","michelin","price_range","cuisines","meal_types","special_diets","features","working_hours","telephone","website","food_rating","service_rating","value_rating","atmosphere_rating","traveller_rating_5","traveller_rating_4","traveller_rating_3","traveller_rating_2","traveller_rating_1","all_languages","status","id_destination","price_category","top_tags","type","English","non-English","local"
"g315777-d4472422","['Europe', 'Finland', 'Uusimaa', 'Porvoo', 'Porvoo Restaurants', ""Ani's Cafe""]","Ani's Café","Claimed",4.5,"August 7, 2022","Valikatu 8 In The Corner Of Gabriel Hagertin Kuja And Valikatu, Porvoo 06100 Finland",60.389767,25.663189,"#13 of 57 Restaurants in Porvoo","#13 of 57 Restaurants in Porvoo",42,0,0,,"Cafe, European, Deli, Soups","Lunch, Drinks, Dinner, Brunch","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Gift Cards Available, Outdoor Seating, Buffet, Seating, Street Parking, Free off-street parking, Serves Alcohol, Free Wifi, Accepts Credit Cards, Takeout","True","True","http://aniscafe.fi",50,45,45,,27,11,1,2,1,"Swedish (1), Russian (1), English (20), Dutch (1), Finnish (19)","in rating","g315777-d4472422","$$ - $$$","Cafe, European, Deli","Restaurants",20,22,19
"g315777-d4735892","['Europe', 'Finland', 'Uusimaa', 'Porvoo', 'Porvoo Restaurants', 'Cafe Cabriole']","Cafe Cabriole","Unclaimed",4.5,"October 13, 2023","Piispankatu 30, Porvoo 06100 Finland",60.39296,25.663609,"#3 of 7 Coffee & Tea in Porvoo","#3 of 7 Coffee & Tea in Porvoo",115,0,0,,"Cafe, European","Breakfast, Lunch, Brunch","Vegetarian Friendly, Gluten Free Options, Vegan Options","Reservations, Outdoor Seating, Seating, Highchairs Available, Takeout","True","True","http://www.cabriole.fi",45,40,45,45,57,47,7,4,0,"Finnish (37), French (4), Italian (1), Portuguese (1), Russian (2), Spanish (2), Swedish (6), German (1), Dutch (1), English (60)","in rating","g315777-d4735892","$$ - $$$","Dessert, Cafe, European","Coffee & Tea",60,55,37
"g315777-d6892628","['Europe', 'Finland', 'Uusimaa', 'Porvoo', 'Porvoo Restaurants', 'Haikko Manor Restaurant']","Haikko Manor Restaurant","Claimed",4,"August 4, 2023","Haikkoontie 114, Porvoo 06400 Finland",60.351994,25.623026,"#6 of 57 Restaurants in Porvoo","#6 of 57 Restaurants in Porvoo",193,0,0,"₪60 - ₪344","International, European, Scandinavian","Lunch, Breakfast, Dinner, Brunch, Late Night, Drinks","Vegetarian Friendly, Gluten Free Options","Reservations, Outdoor Seating, Buffet, Private Dining, Seating, Parking Available, Validated Parking, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service","True","True","http://www.haikko.fi/en/restaurants/manor-restaurant",45,45,40,40,97,61,20,8,7,"French (4), Japanese (1), Russian (17), German (2), Finnish (95), Swedish (3), Spanish (1), English (69), Italian (1)","in rating","g315777-d6892628","$$$$","International, European, Scandinavian","Restaurants",69,124,95
"g315777-d7119157","['Europe', 'Finland', 'Uusimaa', 'Porvoo', 'Porvoo Restaurants', 'Deli restaurant- Bosgard Organic Farm']","Deli restaurant- Bosgard Organic Farm","Claimed",4.5,"February 25, 2023","Bosgaardintie 68, Porvoo 06200 Finland",60.40632,25.834515,"#14 of 57 Restaurants in Porvoo","#9 of 13 Scandinavian in Porvoo",49,0,0,"₪57 - ₪158","Barbecue, European, Scandinavian","Lunch, Dinner, Drinks",,"Outdoor Seating, Seating, Parking Available, Wheelchair Accessible, Table Service, Gift Cards Available","True","True","http://www.bosgard.com/en/about.html",45,45,45,,30,11,2,4,2,"English (23), Norwegian (1), Finnish (23), Russian (1), Italian (1)","in rating","g315777-d7119157","$$ - $$$","Barbecue, European, Scandinavian","Restaurants",23,26,23
"g315777-d799274","['Europe', 'Finland', 'Uusimaa', 'Porvoo', 'Porvoo Restaurants', 'Porvoon Paahtimo']","Porvoon Paahtimo","Claimed",4.5,"August 28, 2023","Mannerheiminkatu 2, Porvoo 06100 Finland",60.39367,25.658094,"#1 of 7 Coffee & Tea in Porvoo","#1 of 7 Coffee & Tea in Porvoo",257,0,0,,"Cafe, European, Scandinavian","Late Night, Drinks",,"Outdoor Seating, Seating, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi","True","True","http://www.porvoonpaahtimo.fi/",40,40,40,45,138,101,14,2,2,"French (1), Japanese (1), Spanish (5), English (131), Greek (1), Swedish (11), Chinese (Trad.) (6), Polish (1), Dutch (1), Russian (19), Finnish (78), Italian (6), Danish (1)","in rating","g315777-d799274","$$ - $$$","Dessert, Cafe, European","Coffee & Tea",131,131,78
"g315777-d8051992","['Europe', 'Finland', 'Uusimaa', 'Porvoo', 'Porvoo Restaurants', 'Hua Wu']","Hua Wu","Unclaimed",4,"May 8, 2021","Mannerheiminkatu 9-11, Porvoo 06100 Finland",60.39455,25.663168,"#30 of 57 Restaurants in Porvoo","#1 of 3 Chinese in Porvoo",16,0,0,,"Chinese",,,,"False","True",,40,40,40,,5,7,3,1,0,"Russian (2), English (8), Finnish (6)","in rating","g315777-d8051992","$$ - $$$","Chinese","Restaurants",8,8,6
"g315777-d8401787","['Europe', 'Finland', 'Uusimaa', 'Porvoo', 'Porvoo Restaurants', 'Ravintolalaiva Gluckauf']","Ravintolalaiva Gluckauf","Unclaimed",2.5,"June 27, 2023","Jokirannantie, Porvoo 06100 Finland",60.39251,25.659227,"#56 of 57 Restaurants in Porvoo","#6 of 6 Italian in Porvoo",35,0,0,,"Italian","Dinner",,"Wheelchair Accessible, Seating","False","True","http://www.gluckauf.fi/",25,30,25,,2,9,5,9,10,"English (9), Finnish (22), Russian (2), Dutch (1), German (1)","in rating","g315777-d8401787","$$ - $$$","Italian","Restaurants",9,26,22
"g315777-d8414165","['Europe', 'Finland', 'Uusimaa', 'Porvoo', 'Porvoo Restaurants', 'Ararat Kebab Pizzeria']","Ararat Kebab Pizzeria","Unclaimed",4,"September 19, 2022","Piispankatu 13, Porvoo 06100 Finland",60.39123,25.66534,"#20 of 57 Restaurants in Porvoo","#20 of 57 Restaurants in Porvoo",26,0,0,,"Pizza, Turkish",,,,"False","True","http://www.ararat.fi/",35,40,35,,12,8,4,0,2,"Swedish (1), Portuguese (1), Russian (1), Finnish (15), Spanish (1), English (7)","in rating","g315777-d8414165","$","Pizza, Turkish","Restaurants",7,19,15
"g315777-d8448153","['Europe', 'Finland', 'Uusimaa', 'Porvoo', 'Porvoo Restaurants', 'Petris Chocolate Room']","Petris Chocolate Room","Claimed",4.5,"January 7, 2023","Jokikatu 16, Porvoo 06100 Finland",60.394924,25.658094,"#4 of 7 Coffee & Tea in Porvoo","#4 of 7 Coffee & Tea in Porvoo",49,0,0,,"Cafe",,,"Takeout, Seating","True","True","http://www.petris.fi",45,40,40,,29,16,4,0,0,"Finnish (12), Swedish (1), Japanese (1), Italian (3), Spanish (2), Arabic (1), English (22), French (1), Russian (3), German (1), Portuguese (2)","in rating","g315777-d8448153","$$ - $$$","Dessert, Cafe","Coffee & Tea",22,27,12
"g315777-d8543257","['Europe', 'Finland', 'Uusimaa', 'Porvoo', 'Porvoo Restaurants', 'Oishi Sushi']","Oishi Sushi","Unclaimed",3,"June 27, 2023","Runeberginkatu 36, Porvoo 06100 Finland",60.393234,25.661251,"#46 of 57 Restaurants in Porvoo","#3 of 3 Japanese in Porvoo",68,0,0,,"Sushi, Chinese, Japanese","Lunch","Vegetarian Friendly","Takeout, Seating, Reservations","True","True","http://www.facebook.com/Oishi.sushi.Porvoo",35,35,35,,15,18,11,8,16,"Finnish (21), Italian (2), English (36), Korean (1), Chinese (Trad.) (1), Swedish (3), Russian (3), German (1)","in rating","g315777-d8543257","$","Chinese, Japanese, Sushi","Restaurants",36,32,21
"g315777-d9695220","['Europe', 'Finland', 'Uusimaa', 'Porvoo', 'Porvoo Restaurants', 'Tahti']","Tähti","Unclaimed",4,"March 22, 2017","Ruiskumestarinkatu 4, Porvoo 06100 Finland",60.390182,25.609245,"#50 of 57 Restaurants in Porvoo","#50 of 57 Restaurants in Porvoo",1,0,0,"₪30 - ₪65","International, European, Scandinavian",,,,"False","True","http://www.wollis.fi",,,,,0,1,0,0,0,"English, Finnish (1)","in rating","g315777-d9695220","$$ - $$$","International, European, Scandinavian","Restaurants",0,1,1
"g315777-d9695230","['Europe', 'Finland', 'Uusimaa', 'Porvoo', 'Porvoo Restaurants', 'Twinstarcafe']","Twinstarcafe","Unclaimed",5,"June 5, 2020","Asentajantie 3, Porvoo 06150 Finland",60.401104,25.687342,"#45 of 57 Restaurants in Porvoo","#45 of 57 Restaurants in Porvoo",1,0,0,"₪30 - ₪52","International, Scandinavian",,,,"False","True","http://www.wollis.fi",,,,,1,0,0,0,0,"English, Finnish (1)","in rating","g315777-d9695230","$$ - $$$","International, Scandinavian","Restaurants",0,1,1
"g315777-d9695232","['Europe', 'Finland', 'Uusimaa', 'Porvoo', 'Porvoo Restaurants', 'TahtiKerho']","TähtiKerho","Unclaimed",,,"Tolkkistentie 773, Porvoo 06450 Finland",60.33173,25.583336,,,0,0,0,,,,,,"False","True","http://www.wollis.fi",,,,,0,0,0,0,0,"nan","in rating","g315777-d9695232","$","International, European, Scandinavian",,0,0,0
"g3176249-d10323917","['Europe', 'Finland', 'Kymenlaakso', 'Pyhtaa', 'Pyhtaa Restaurants', 'Pakki Pub']","Päkki Pub","Unclaimed",5,"August 10, 2016","Purolantie 374, Pyhtaa 49240 Finland",60.461136,26.631348,"#5 of 7 Restaurants in Pyhtaa","#1 of 1 Pub in Pyhtaa",1,0,0,,"Pub","Breakfast, Lunch, Dinner",,,"True","True","http://www.pakkipub.com/index.html",,,,,1,0,0,0,0,"English, Finnish (1)","in rating","g3176249-d10323917",,"Pub","Restaurants",0,1,1
"g3176249-d10624290","['Europe', 'Finland', 'Kymenlaakso', 'Pyhtaa', 'Pyhtaa Restaurants', 'Cafe Sagitta']","Cafe Sagitta","Claimed",5,"July 15, 2020","Loekoerentie 54 Siltakylä, Pyhtaa 49220 Finland",60.47611,26.748962,"#1 of 7 Restaurants in Pyhtaa","#1 of 4 Cafe in Pyhtaa",13,0,0,,"Cafe",,,,"False","True","https://www.facebook.com/Cafe-Sagitta-947271021991388/",,,,,11,2,0,0,0,"Finnish (10), English (3)","in rating","g3176249-d10624290","$$ - $$$","Cafe","Restaurants",3,10,10
"g3176249-d11911185","['Europe', 'Finland', 'Kymenlaakso', 'Pyhtaa', 'Pyhtaa Restaurants', 'Kaunissaaren Maja']","Kaunissaaren Maja","Unclaimed",3,"June 30, 2023","Kaunissaari, Pyhtaa 48100 Finland",60.46685,26.94568,"#7 of 7 Restaurants in Pyhtaa","#7 of 7 Restaurants in Pyhtaa",6,0,0,,"Cafe, International",,,,"False","False","http://www.kaunissaarenmaja.fi/fi/Etusivu/",,,,,2,1,0,2,1,"Finnish (4), English (2)","in rating","g3176249-d11911185",,"Cafe, International","Restaurants",2,4,4
"g3176249-d17666253","['Europe', 'Finland', 'Kymenlaakso', 'Pyhtaa', 'Pyhtaa Restaurants', 'Cafe Mustikka']","Cafe Mustikka","Unclaimed",5,"August 15, 2020","Kaunissaari, Pyhtaa Finland",60.36315,26.777893,"#2 of 7 Restaurants in Pyhtaa","#2 of 4 Cafe in Pyhtaa",4,0,0,,"Cafe",,,,"False","True","http://www.kaunissaarenlomamokit.fi/",,,,,3,1,0,0,0,"Finnish (4), English","in rating","g3176249-d17666253",,"Cafe","Restaurants",0,4,4
"g3176249-d6124609",,,,,,,,,,,0,0,0,,,"nan",,"nan","False","False",,,,,,,,,,,"nan","redirect",,,,,0,0,0
"g3176249-d8431499","['Europe', 'Finland', 'Kymenlaakso', 'Pyhtaa', 'Pyhtaa Restaurants', 'Finlandia']","Finlandia","Unclaimed",3.5,"December 19, 2021","E18 Siltakylä, Pyhtaa 49270 Finland",60.4847,26.54244,"#4 of 7 Restaurants in Pyhtaa","#4 of 7 Restaurants in Pyhtaa",11,0,0,,,"Breakfast, Lunch, Dinner","Vegan Options",,"True","True","http://cafefinlandia.fi/",35,40,35,,4,0,4,2,1,"Finnish (4), English (3), Russian (4)","in rating","g3176249-d8431499","$$ - $$$","Vegan Options","Restaurants",3,8,4
"g3176249-d8447808","['Europe', 'Finland', 'Kymenlaakso', 'Pyhtaa', 'Pyhtaa Restaurants', 'ABC Majakka']","ABC Majakka","Unclaimed",3,"September 14, 2019","Pyhtääntie 38-40, Pyhtaa 49270 Finland",60.48888,26.557331,"#6 of 7 Restaurants in Pyhtaa","#6 of 7 Restaurants in Pyhtaa",13,0,0,,,"Breakfast, Lunch, Dinner",,,"True","True","http://www.abcasemat.fi",30,35,30,,2,4,3,3,1,"Russian (3), English (3), Finnish (7)","in rating","g3176249-d8447808","$$ - $$$",,"Restaurants",3,10,7
"g3219087-d11856266","['Europe', 'Finland', 'Central Finland', 'Suolahti', 'Suolahti Restaurants', 'Pizzeria Elit']","Pizzeria Elit","Unclaimed",4,"September 30, 2020","Asemakatu 12, Suolahti Finland",62.56668,25.85311,"#2 of 4 Restaurants in Suolahti","#1 of 2 Pizza in Suolahti",5,0,0,,"Pizza, Fast Food",,,,"False","True","https://www.facebook.com/Pizzeria-Elit-427941767255862/",,,,,2,2,0,0,1,"Finnish (5), English","in rating","g3219087-d11856266",,"Pizza, Fast Food","Restaurants",0,5,5
"g3219087-d14098528","['Europe', 'Finland', 'Central Finland', 'Suolahti', 'Suolahti Restaurants', 'Pizzeria Basilika']","Pizzeria Basilika","Unclaimed",5,"July 14, 2019","Asemakatu 20, Suolahti 44200 Finland",62.563908,25.851433,"#4 of 4 Restaurants in Suolahti","#2 of 2 Pizza in Suolahti",1,0,0,,"Pizza",,,,"False","False",,,,,,1,0,0,0,0,"English, Finnish (1)","in rating","g3219087-d14098528",,"Pizza","Restaurants",0,1,1
"g3219087-d19101471","['Europe', 'Finland', 'Central Finland', 'Suolahti', 'Suolahti Restaurants', 'Leipomo-Kahvila Paivanpaiste']","Leipomo-Kahvila Paivanpaiste","Unclaimed",,,"Asemakatu 9, Suolahti 44200 Finland",62.56683,25.85394,,,0,0,0,,,"Breakfast, Lunch",,,"True","True","http://www.leipomo-kahvilapaivanpaiste.fi",,,,,0,0,0,0,0,"nan","in rating","g3219087-d19101471",,,,0,0,0
"g3219087-d21085822","['Europe', 'Finland', 'Central Finland', 'Suolahti', 'Suolahti Restaurants', 'Ravintola Paatelan Portti']","Ravintola Paatelan Portti","Unclaimed",5,"July 9, 2020","Äänekoskentie 842, Suolahti 44200 Finland",62.563274,25.852673,"#3 of 4 Restaurants in Suolahti","#1 of 1 Fruit parlours in Suolahti",1,0,0,,"Cafe, Fast Food, Diner, Fruit parlours, Beer restaurants",,,,"False","False",,,,,,1,0,0,0,0,"English, Finnish (1)","in rating","g3219087-d21085822",,"Cafe, Fast Food, Diner, Fruit parlours","Restaurants",0,1,1
"g3219087-d4437194","['Europe', 'Finland', 'Central Finland', 'Suolahti', 'Suolahti Restaurants', 'Hotelli Keitele']","Hotelli Keitele","Unclaimed",4,"September 2, 2019","Hotellinpolku 1 44100, Suolahti 44200 Finland",62.56232,25.83991,"#1 of 4 Restaurants in Suolahti","#1 of 1 European in Suolahti",6,0,0,,"European",,,,"False","True","http://www.hotellikeitele.fi/en/",,,,,1,5,0,0,0,"English (2), Finnish (2), Spanish (1), Italian (1)","in rating","g3219087-d4437194",,"European","Restaurants",2,4,2
"g3219089-d15683427","['Europe', 'Finland', 'Pirkanmaa', 'Siuro', 'Siuro Restaurants', 'Koski-Bar']","Koski-Bar","Unclaimed",5,"April 18, 2022","Siurontie 71, Siuro 37200 Finland",61.47487,23.33378,"#1 of 2 Restaurants in Siuro","#1 of 1 Gastropub in Siuro",9,0,0,,"Pizza, Pub, Gastropub",,,,"False","True","http://siuro.info/ravintola-baari/koski-baari",,,,,8,0,1,0,0,"Finnish (4), English (5)","in rating","g3219089-d15683427","$$ - $$$","Pizza, Pub, Gastropub","Restaurants",5,4,4
"g3219089-d23193404","['Europe', 'Finland', 'Pirkanmaa', 'Siuro', 'Siuro Restaurants', 'Pizzeria Ravintola Clandestino']","Pizzeria Ravintola Clandestino","Unclaimed",5,"March 1, 2021","Pentintie 4, Siuro 37200 Finland",61.476677,23.343792,"#2 of 2 Restaurants in Siuro","#1 of 1 Fast Food in Siuro",1,0,0,,"Pizza, Fast Food",,,,"False","True","http://www.facebook.com/pizzeriaravintolaclandestino",,,,,1,0,0,0,0,"English, Finnish (1)","in rating","g3219089-d23193404","$","Pizza, Fast Food","Restaurants",0,1,1
"g3219122-d21272039","['Europe', 'Finland', 'Northern Ostrobothnia', 'Lapvaartti', 'Lapvaartti Restaurants', 'Blomtrask']","Blomtrask","Claimed",,,"Bjorneborgsvagen 651, Lapvaartti 64300 Finland",62.207294,21.519697,,,0,0,0,"₪9 - ₪47","Cafe, Diner, Healthy, Russian, Soups","Breakfast, Lunch, Dinner, Brunch",,"Takeout, Outdoor Seating, Buffet, Parking Available, Street Parking, Free off-street parking, Free Wifi, Accepts Credit Cards, Table Service, Playgrounds","True","True","http://m.facebook.com/blomtrask.kahvila.",,,,,0,0,0,0,0,"nan","in rating","g3219122-d21272039","$","Cafe, Diner, Healthy",,0,0,0
"g3219122-d7272308","['Europe', 'Finland', 'Northern Ostrobothnia', 'Lapvaartti', 'Lapvaartti Restaurants', 'Havanna Pizza Kebab']","Havanna Pizza Kebab","Claimed",4.5,"August 9, 2018","Lapvaartintie St. 714, Lapvaartti 64300 Finland",62.254955,21.50617,"#1 of 1 Restaurant in Lapvaartti","#1 of 1 Pizza in Lapvaartti",4,0,0,,,,,,"False","True","https://www.facebook.com/HavannaPizzeriaKebab",,,,,2,1,1,0,0,"Norwegian (1), Swedish (1), English, Finnish (1), Russian (1)","in rating","g3219122-d7272308",,"Pizza","Restaurants",0,4,1
"g3219310-d10678026","['Europe', 'Finland', 'Satakunta', 'Kauttua', 'Kauttua Restaurants', 'Jokisauna']","Jokisauna","Unclaimed",4.5,"July 23, 2019","Sepantie 1, Kauttua 27500 Finland",61.11168,22.15725,"#1 of 1 Restaurant in Kauttua","#1 of 1 Healthy in Kauttua",5,0,0,,"Healthy",,,,"False","True","http://www.jokisauna.com/",,,,,4,0,1,0,0,"English (2), Finnish (3)","in rating","g3219310-d10678026",,"Healthy","Restaurants",2,3,3
"g3219313-d17629456","['Europe', 'Finland', 'Southern Savonia', 'Karvio', 'Karvio Restaurants', 'Bar & Terrace Leiskari']","Bar & Terrace Leiskari","Unclaimed",4,"August 16, 2020","Takunlahdentie 2, Karvio 79810 Finland",62.512238,28.636194,"#1 of 1 Restaurant in Karvio","#1 of 1 Restaurants in Karvio",2,0,0,,"Pizza, Cafe, Diner",,,,"False","False","https://www.facebook.com/Leiskari/",,,,,1,0,1,0,0,"English, Finnish (2)","in rating","g3219313-d17629456",,"Pizza, Cafe, Diner","Restaurants",0,2,2
"g3219323-d15003528","['Europe', 'Finland', 'Northern Savonia', 'Juankoski', 'Juankoski Restaurants', 'Kobani']","Kobani","Unclaimed",,,"Juankoskentie 17, Juankoski 73500 Finland",63.06555,28.33096,,,0,0,0,,"Pizza, Barbecue",,,,"False","True","https://www.facebook.com/Kobani-796177303853625/",,,,,0,0,0,0,0,"nan","in rating","g3219323-d15003528",,"Pizza, Barbecue",,0,0,0
"g3219323-d19937871","['Europe', 'Finland', 'Northern Savonia', 'Juankoski', 'Juankoski Restaurants', 'Liki Lounaskahvila-Catering']","Liki Lounaskahvila-Catering","Unclaimed",,,"Poikkitie 2, Juankoski 73500 Finland",63.065998,28.328726,,,0,0,0,,"Beer restaurants",,,,"False","True","http://www.likilounas.fi",,,,,0,0,0,0,0,"nan","in rating","g3219323-d19937871",,"Beer restaurants",,0,0,0
"g3219332-d12605071","['Europe', 'Finland', 'Aland', 'Gottby', 'Gottby Restaurants', 'Cafe Djurvik']","Café Djurvik","Unclaimed",5,"July 18, 2020","Gottbyvägen 420, Gottby 22130 Finland",60.108845,19.788807,"#1 of 2 Restaurants in Gottby","#1 of 1 European in Gottby",1,0,0,,"European, Scandinavian",,,,"False","True","http://www.djurvik.ax/sv/cafe-djurvik",,,,,1,0,0,0,0,"English (1)","in rating","g3219332-d12605071","$","European, Scandinavian","Restaurants",1,0,0
"g3219332-d19618262","['Europe', 'Finland', 'Aland', 'Gottby', 'Gottby Restaurants', 'Pub Niska']","Pub Niska","Unclaimed",5,"July 15, 2020","Strandslingan 42, Gottby 22130 Finland",60.09289,19.824278,"#2 of 2 Restaurants in Gottby","#2 of 2 Restaurants in Gottby",1,0,0,,,,,,"False","True","http://www.pubniska.com",,,,,1,0,0,0,0,"English, Finnish (1)","in rating","g3219332-d19618262",,,"Restaurants",0,1,1
"g3252859-d15351256","['Europe', 'Finland', 'Southern Savonia', 'Enonkoski', 'Enonkoski Restaurants', 'Maitolaituri Cafe & Restaurant']","Maitolaituri Cafe & Restaurant","Claimed",4.5,"August 19, 2021","Enonkoskentie 11 T, Enonkoski 58175 Finland",62.090977,28.922735,"#1 of 3 Restaurants in Enonkoski","#1 of 2 Pizza in Enonkoski",13,0,0,"₪41 - ₪114","Cafe, Soups, Pizza","Breakfast, Lunch, Dinner, Drinks",,"Takeout, Reservations, Accepts Credit Cards, Delivery, Outdoor Seating, Buffet, Private Dining, Seating, Parking Available, Validated Parking, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Free Wifi, Table Service, Non-smoking restaurants, Gift Cards Available","True","True","http://enonkoskenlaiturila.fi/",,,,,10,1,1,1,0,"English (7), Finnish (6)","in rating","g3252859-d15351256","$$ - $$$","Pizza, Cafe, Soups","Restaurants",7,6,6
"g3252859-d20988458","['Europe', 'Finland', 'Southern Savonia', 'Enonkoski', 'Enonkoski Restaurants', 'Korpi Bistro']","Korpi Bistro","Unclaimed",4.5,"September 15, 2021","Urheilukentäntie 1, Enonkoski Finland",62.089962,28.915735,"#2 of 3 Restaurants in Enonkoski","#1 of 1 Barbecue in Enonkoski",7,0,0,,"Bar, Pizza, Barbecue, Pub, Gastropub",,,,"False","False","http://ita-savo.fi/uutiset/lahella/446015ca-1b40-40b6-b24a-dfd7965c89a5",,,,,3,4,0,0,0,"English (5), Finnish (2)","in rating","g3252859-d20988458",,"Bar, Pizza, Barbecue, Pub","Restaurants",5,2,2
"g3252859-d21081701","['Europe', 'Finland', 'Southern Savonia', 'Enonkoski', 'Enonkoski Restaurants', 'Cafe Enonkoski']","Cafe Enonkoski","Unclaimed",4,"July 6, 2020","Enonkoskentie 15 T, Enonkoski 58175 Finland",,,"#3 of 3 Restaurants in Enonkoski","#2 of 2 Bar in Enonkoski",1,0,0,,"Bar, Pub, Diner, Lombard, Northern-Italian",,,,"False","True","http://www.facebook.com/cafe.enonkoski/",,,,,0,1,0,0,0,"English (1)","in rating","g3252859-d21081701",,"Bar, Pub, Diner, Lombard","Restaurants",1,0,0
"g3381377-d4509253","['Europe', 'Finland', 'Aland', 'Kumlinge', 'Kumlinge Restaurants', 'Restaurang Kastoren']","Restaurang Kastören","Unclaimed",4.5,"July 2, 2023","Kastoeren, Kumlinge 22820 Finland",60.257523,20.738926,"#1 of 1 Restaurant in Kumlinge","#1 of 1 Restaurants in Kumlinge",17,0,0,,,"Lunch",,"Reservations","True","True","http://www.remmarina.com",,50,50,,10,4,2,0,1,"English (5), Swedish (7), Finnish (3), German (2)","in rating","g3381377-d4509253","$",,"Restaurants",5,12,3
"g3383633-d10273595","['Europe', 'Finland', 'Uusimaa', 'Raseborg Municipality', 'Raseborg', 'Raseborg Restaurants', 'Slottsknektens stuga']","Slottsknektens stuga","Claimed",4,"July 17, 2021","Raseborgs Slottsväg 110, Raseborg, Raseborg Municipality 10710 Finland",59.99238,23.645538,"#2 of 10 Restaurants in Raseborg","#2 of 4 Scandinavian in Raseborg",27,0,0,,"European, Scandinavian, Bar, Pub","Lunch, Brunch, Breakfast, Dinner",,"Seating, Table Service","True","True","http://slottsknekten.fi/",45,45,45,,11,11,5,0,0,"Thai (1), Norwegian (1), Spanish (1), Swedish (1), Finnish (8), English (13), French (1), Russian (1)","in rating","g3383633-d10273595","$$ - $$$","Bar, European, Pub","Restaurants",13,14,8
"g3383633-d11180488","['Europe', 'Finland', 'Uusimaa', 'Raseborg Municipality', 'Raseborg', 'Raseborg Restaurants', 'Pub Niska']","Pub Niska","Claimed",4,"August 6, 2023","Strandallén, Ekenäs Near the small boat harbor, Raseborg, Raseborg Municipality 10600 Finland",59.976746,23.430532,"#3 of 10 Restaurants in Raseborg","#1 of 1 Pizza in Raseborg",33,0,0,"₪52 - ₪69","Pizza","Lunch, Dinner, Drinks","Vegetarian Friendly","Outdoor Seating, Seating, Serves Alcohol, Accepts Credit Cards, Takeout, Reservations, Parking Available, Street Parking, Highchairs Available, Wine and Beer","True","True","http://www.facebook.com/niskaekenas/",45,35,40,,10,14,5,3,1,"Finnish (21), Swedish (2), English (8), French (1), German (1)","in rating","g3383633-d11180488","$$ - $$$","Pizza, Vegetarian Friendly","Restaurants",8,25,21
"g3383633-d11937178","['Europe', 'Finland', 'Uusimaa', 'Raseborg Municipality', 'Raseborg', 'Raseborg Restaurants', 'Rastachef']","Rastachef","Unclaimed",4.5,"May 7, 2019","Raseborgsvagen 8, Raseborg, Raseborg Municipality 10 600 Finland",59.97528,23.44291,"#7 of 10 Restaurants in Raseborg","#2 of 2 Healthy in Raseborg",5,0,0,,"Healthy",,,,"False","True","https://www.facebook.com/rastachefvegetariankitchen/?fref=ts",,,,,3,2,0,0,0,"English (3), Spanish (1), Finnish (1)","in rating","g3383633-d11937178","$$ - $$$","Healthy","Restaurants",3,2,1
"g3383633-d11973727","['Europe', 'Finland', 'Uusimaa', 'Raseborg Municipality', 'Raseborg', 'Raseborg Restaurants', 'Salladscafe Papaya']","Salladscafe Papaya - CLOSED","Unclaimed",4.5,"February 15, 2019","Kungsgatan 11, Raseborg, Raseborg Municipality 10600 Finland",59.97579,23.43753,,,4,0,0,,,"Lunch",,,"False","False",,,,,,2,1,1,0,0,"Swedish (1), English (2), Spanish (1)","closed","g3383633-d11973727",,,,2,2,0
"g3383633-d12188660","['Europe', 'Finland', 'Uusimaa', 'Raseborg Municipality', 'Raseborg', 'Raseborg Restaurants', 'ThaiFinE']","ThaiFinE","Claimed",4,"October 20, 2021","Vanha Turuntie 75 Pohjan Kirkonkylä, Raseborg, Raseborg Municipality 10420 Finland",60.09596,23.525364,"#8 of 10 Restaurants in Raseborg","#8 of 10 Restaurants in Raseborg",8,0,0,"₪43 - ₪120","Asian, Thai","Lunch, Dinner, Drinks",,"Reservations, Outdoor Seating, Buffet, Seating, Parking Available, Street Parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa","True","True","http://Thaifine.net",,,,,4,2,0,2,0,"Swedish (1), English, French (1), Finnish (6)","in rating","g3383633-d12188660","$$ - $$$","Asian, Thai","Restaurants",0,8,6
"g3383633-d12416946",,,,,,,,,,,0,0,0,,,"nan",,"nan","False","False",,,,,,,,,,,"nan","redirect",,,,,0,0,0
