"id","country_region","rest_name","is_claimed","rating","last_review","address","latitude","longitude","popularity_top","popularity_detailed","n_reviews","travellers_choice","michelin","price_range","cuisines","meal_types","special_diets","features","working_hours","telephone","website","food_rating","service_rating","value_rating","atmosphere_rating","traveller_rating_5","traveller_rating_4","traveller_rating_3","traveller_rating_2","traveller_rating_1","all_languages","status","id_destination","price_category","top_tags","type","English","non-English","local"
"g1016321-d1372364","['Europe', 'Finland', 'Northern Savonia', 'Nilsia', 'Nilsia Restaurants', 'Vanha Maatila']","Vanha Maatila","Unclaimed",4,"February 29, 2016","Rantalankuja, Nilsia Finland",63.26566,28.047316,"#2 of 4 Restaurants in Nilsia","#1 of 1 Diner in Nilsia",2,0,0,,"Diner",,,"Buffet","False","False","http://www.liinamaapalvelut.com/english/wanhamaatila.asp",,,,,0,2,0,0,0,"English (1), Finnish (1)","in rating","g1016321-d1372364",,"Diner","Restaurants",1,1,1
"g1016321-d17664599","['Europe', 'Finland', 'Northern Savonia', 'Nilsia', 'Nilsia Restaurants', 'Syvarin Helmi']","Syvarin Helmi","Unclaimed",3,"August 31, 2022","Ukko-Paavontie 2, Nilsia 73300 Finland",63.20441,28.09286,"#3 of 4 Restaurants in Nilsia","#1 of 1 International in Nilsia",5,0,0,,"International",,,,"False","True","http://www.syvari.com/syvarinhelmi_menu.htm",,,,,0,3,0,2,0,"English (2), Finnish (3)","in rating","g1016321-d17664599",,"International","Restaurants",2,3,3
"g1016321-d18826847","['Europe', 'Finland', 'Northern Savonia', 'Nilsia', 'Nilsia Restaurants', 'Restaurant Piazza']","Restaurant Piazza","Unclaimed",3,"February 17, 2022","Saaskiniementie 560, Nilsia 73310 Finland",63.29159,28.03717,"#4 of 4 Restaurants in Nilsia","#4 of 4 Restaurants in Nilsia",2,0,0,,,,,,"False","True","http://www.piazzatahko.fi",,,,,0,1,0,1,0,"English (2)","in rating","g1016321-d18826847",,,"Restaurants",2,0,0
"g1016321-d2031316","['Europe', 'Finland', 'Northern Savonia', 'Nilsia', 'Nilsia Restaurants', 'Ravintola El Monte']","Ravintola El Monte","Claimed",4.5,"August 26, 2023","Tahtitie 1 73310 Tahkovuori, Nilsia 73310 Finland",63.288334,28.041098,"#1 of 4 Restaurants in Nilsia","#1 of 1 Steakhouse in Nilsia",101,0,0,,"Steakhouse, European, Scandinavian","Dinner","Vegetarian Friendly","Reservations, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Table Service, Takeout","True","True","http://www.elmonte.fi/language/en/restaurant-el-monte/",40,40,35,35,65,19,12,4,1,"Swedish (1), Spanish (1), Finnish (57), Russian (9), English (32), German (1)","in rating","g1016321-d2031316","$$ - $$$","Steakhouse, European, Scandinavian","Restaurants",32,69,57
"g1016321-d20934561","['Europe', 'Finland', 'Northern Savonia', 'Nilsia', 'Nilsia Restaurants', 'Liepuskan Herkkupaja Oy']","Liepuskan Herkkupaja Oy","Unclaimed",,,"Kaunisahontie 37, Nilsia 73320 Finland",63.193096,28.08095,,,0,0,0,,,,,,"False","True","http://www.liepuska.fi",,,,,0,0,0,0,0,"nan","in rating","g1016321-d20934561",,,,0,0,0
"g1016321-d22839844","['Europe', 'Finland', 'Northern Savonia', 'Nilsia', 'Nilsia Restaurants', 'Bistro Ukko']","Bistro Ukko","Unclaimed",,,"Ukontie 7, Nilsia 73310 Finland",,,,,0,0,0,"₪30 - ₪145","European",,,,"False","True","https://www.facebook.com/BARUKKO/",,,,,0,0,0,0,0,"nan","in rating","g1016321-d22839844","$$ - $$$","European",,0,0,0
"g1020250-d22978295","['Europe', 'Finland', 'Northern Ostrobothnia', 'Varpupera', 'Varpupera Restaurants', 'Kahvila Korppi']","Kahvila Korppi - CLOSED","Claimed",5,"March 24, 2023","Eratie 1 Syote Visitor Centre, Varpupera 93280 Finland",65.63507,27.60925,,,2,0,0,"₪34 - ₪85","Cafe","Lunch",,"Parking Available, Wheelchair Accessible, Free Wifi, Dog Friendly, Non-smoking restaurants","False","True","http://www.facebook.com/kahvilakorppi",,,,,2,0,0,0,0,"English (2)","closed","g26527019-d22978295","$$ - $$$","Cafe",,2,0,0
"g1022644-d10045234","['Europe', 'Finland', 'Northern Ostrobothnia', 'Ylivieska', 'Ylivieska Restaurants', 'Taivaallinen Rauha Tian An Oy']","Taivaallinen Rauha Tian An Oy","Unclaimed",4,"September 29, 2023","Asemakatu 4, Ylivieska 84100 Finland",64.07246,24.535881,"#3 of 9 Restaurants in Ylivieska","#1 of 1 Chinese in Ylivieska",20,0,0,,"Chinese",,,,"False","True","http://taivaallinenrauha.fi",40,40,40,,6,8,3,1,2,"English (7), Finnish (12), Swedish (1)","in rating","g1022644-d10045234","$$ - $$$","Chinese","Restaurants",7,13,12
"g1022644-d10239702","['Europe', 'Finland', 'Northern Ostrobothnia', 'Ylivieska', 'Ylivieska Restaurants', 'Haggman Ylivieska - Keskusta']","Häggman Ylivieska - Keskusta","Unclaimed",3.5,"June 7, 2022","Rautatiekatu 8, Ylivieska 84100 Finland",64.07252,24.538738,"#4 of 9 Restaurants in Ylivieska","#1 of 2 Cafe in Ylivieska",6,0,0,"₪9 - ₪85","Cafe",,,,"False","True","http://www.haggman.fi/kahvilat/ylivieska-keskusta/",,,,,0,4,2,0,0,"English (1), Finnish (5)","in rating","g1022644-d10239702","$$ - $$$","Cafe","Restaurants",1,5,5
"g1022644-d12573954","['Europe', 'Finland', 'Northern Ostrobothnia', 'Ylivieska', 'Ylivieska Restaurants', 'Ravintola Citrus']","Ravintola Citrus","Unclaimed",4,"June 14, 2019","Ollilanojankatu 2 Karkkaisen Kauppapaikka, Ylivieska 84100 Finland",64.06209,24.56317,"#7 of 9 Restaurants in Ylivieska","#3 of 3 European in Ylivieska",1,0,0,,"Pizza, European, Turkish",,,,"False","True","https://www.facebook.com/RavintolaCitrus/",,,,,0,1,0,0,0,"English, Finnish (1)","in rating","g1022644-d12573954",,"Pizza, European, Turkish","Restaurants",0,1,1
"g1022644-d17625072","['Europe', 'Finland', 'Northern Ostrobothnia', 'Ylivieska', 'Ylivieska Restaurants', 'King Meal']","King Meal","Unclaimed",4,"June 17, 2023","Valtakatu 5, Ylivieska 84100 Finland",64.071106,24.5328,"#2 of 9 Restaurants in Ylivieska","#1 of 1 Healthy in Ylivieska",5,0,0,,"Fast Food, Healthy","Lunch, Dinner",,,"True","True","http://www.kingmeal.fi",,,,,2,2,1,0,0,"English (2), Finnish (3)","in rating","g1022644-d17625072","$","Fast Food, Healthy","Restaurants",2,3,3
"g1022644-d17678749","['Europe', 'Finland', 'Northern Ostrobothnia', 'Ylivieska', 'Ylivieska Restaurants', 'LocosCocos']","LocosCocos","Claimed",3,"July 17, 2020","Ollilanojankatu 2, Ylivieska 84100 Finland",64.062195,24.562538,"#9 of 9 Restaurants in Ylivieska","#1 of 1 Mexican in Ylivieska",6,0,0,"₪20 - ₪121","Mexican, Steakhouse, Southwestern, Grill, Diner","Lunch, Dinner",,"Takeout, Buffet, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Digital Payments, Accepts Credit Cards, Table Service, Family style, Non-smoking restaurants, Gift Cards Available","True","True","http://www.locoscocos.fi/",,,,,0,3,1,1,1,"Finnish (4), English (2)","in rating","g1022644-d17678749","$$ - $$$","Mexican, Steakhouse, Southwestern","Restaurants",2,4,4
"g1022644-d17812115","['Europe', 'Finland', 'Northern Ostrobothnia', 'Ylivieska', 'Ylivieska Restaurants', 'Helaalan Mylly']","Helaalan Mylly","Unclaimed",4,"August 4, 2019","Kauppakatu 12, Ylivieska 84100 Finland",64.07489,24.5361,"#6 of 9 Restaurants in Ylivieska","#2 of 2 Cafe in Ylivieska",1,0,0,,"Cafe",,,,"False","True","http://www.facebook.com/helaalanmylly",,,,,0,1,0,0,0,"English, Finnish (1)","in rating","g1022644-d17812115",,"Cafe","Restaurants",0,1,1
"g1022644-d17977320","['Europe', 'Finland', 'Northern Ostrobothnia', 'Ylivieska', 'Ylivieska Restaurants', 'Ravintola Myllyranta']","Ravintola Myllyranta","Claimed",3.5,"April 14, 2022","Kauppakatu, Ylivieska 84100 Finland",64.07447,24.536793,"#5 of 9 Restaurants in Ylivieska","#1 of 2 Pizza in Ylivieska",5,0,0,,"Pizza, European","Lunch, Dinner, Drinks",,"Takeout, Reservations, Outdoor Seating, Buffet, Seating, Parking Available, Validated Parking, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts Credit Cards, Table Service, Dog Friendly, Family style, Non-smoking restaurants, Gift Cards Available","True","True","http://www.ravintolamyllyranta.fi/",,,,,0,2,3,0,0,"English (1), Finnish (4)","in rating","g1022644-d17977320","$$ - $$$","Pizza, European","Restaurants",1,4,4
"g1022644-d7057114","['Europe', 'Finland', 'Northern Ostrobothnia', 'Ylivieska', 'Ylivieska Restaurants', 'Ravintola Pikkuveli']","Ravintola Pikkuveli","Claimed",4.5,"August 29, 2023","Lintutie 1, Ylivieska 84100 Finland",64.06804,24.526033,"#1 of 9 Restaurants in Ylivieska","#1 of 3 European in Ylivieska",67,0,0,,"European, Scandinavian","Lunch, Dinner","Vegetarian Friendly","Reservations, Seating, Parking Available, Wheelchair Accessible, Serves Alcohol, Free Wifi, Table Service","False","True","http://www.pikkuveli.fi",45,45,45,40,35,25,3,3,1,"Norwegian (1), Swedish (1), French (1), Finnish (45), English (19)","in rating","g1022644-d7057114","$$ - $$$","European, Scandinavian, Vegetarian Friendly","Restaurants",19,48,45
"g1022644-d8566764","['Europe', 'Finland', 'Northern Ostrobothnia', 'Ylivieska', 'Ylivieska Restaurants', 'Subway']","Subway","Unclaimed",3,"June 14, 2019","Ollilanojankatu 2, Ylivieska 84100 Finland",64.06212,24.56338,"#8 of 9 Restaurants in Ylivieska","#8 of 9 Restaurants in Ylivieska",4,0,0,,,"Breakfast, Lunch, Dinner",,,"True","True","https://restaurants.subway.com/finland/ylivieska/ollilanojankatu-2?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=62864&utm_campaign=evergreen-2020&y_source=1_MTQ5MjYzNzItNzY5LWxvY2F0aW9uLndlYnNpdGU%3D",,,,,0,1,2,1,0,"English (1), Finnish (3)","in rating","g1022644-d8566764",,,"Restaurants",1,3,3
"g1022754-d1096940","['Europe', 'Finland', 'Pirkanmaa', 'Akaa', 'Akaa Restaurants', 'Pub-Ravintola Leskirouva']","Pub-Ravintola Leskirouva","Unclaimed",4,"November 5, 2019","Valtatie 16, Akaa 37800 Finland",61.166985,23.867708,"#2 of 6 Restaurants in Akaa","#2 of 6 Restaurants in Akaa",4,0,0,"₪68 - ₪98",,"Lunch, Dinner",,,"True","True","http://www.leskirouva.fi",,,,,1,2,1,0,0,"English (1), Finnish (3)","in rating","g1022754-d1096940","$$ - $$$",,"Restaurants",1,3,3
"g1022754-d12358634","['Europe', 'Finland', 'Pirkanmaa', 'Akaa', 'Akaa Restaurants', 'ABC Toijala']","ABC Toijala","Unclaimed",3,"July 18, 2020","Sirkesalontie 2, Akaa 37800 Finland",61.18016,23.88764,"#6 of 6 Restaurants in Akaa","#6 of 6 Restaurants in Akaa",5,0,0,,,"Breakfast, Lunch, Dinner",,,"True","True","http://www.abcasemat.fi/en/stations/abc-akaa-toijala",,,,,0,1,4,0,0,"Finnish (5), English","in rating","g1022754-d12358634",,,"Restaurants",0,5,5
"g1022754-d14101108","['Europe', 'Finland', 'Pirkanmaa', 'Akaa', 'Akaa Restaurants', 'Scan Burger']","Scan Burger","Unclaimed",4,"February 16, 2023","Tampereentie 1005, Akaa 37910 Finland",61.13634,23.67575,"#1 of 6 Restaurants in Akaa","#1 of 1 Diner in Akaa",3,0,0,,"Diner",,,,"False","True","http://www.nestetoijala.fi/palvelumme.html",,,,,1,1,1,0,0,"English (1), Finnish (1), Dutch (1)","in rating","g1022754-d14101108",,"Diner","Restaurants",1,2,1
"g1022754-d15817129","['Europe', 'Finland', 'Pirkanmaa', 'Akaa', 'Akaa Restaurants', 'Kebab & Pizza Adam']","Kebab & Pizza Adam","Unclaimed",5,"August 13, 2019","Valtatie 5, Akaa 37800 Finland",61.16792,23.86777,"#4 of 6 Restaurants in Akaa","#1 of 1 Pizza in Akaa",1,0,0,,"Pizza",,,,"False","True","https://www.facebook.com/Adam.kebab/",,,,,1,0,0,0,0,"English, Finnish (1)","in rating","g1022754-d15817129",,"Pizza","Restaurants",0,1,1
"g1022754-d23065011","['Europe', 'Finland', 'Pirkanmaa', 'Akaa', 'Akaa Restaurants', 'Ravintola Oskari']","Ravintola Oskari","Unclaimed",4,"July 22, 2021","Valtatie 7, Akaa 38700 Finland",61.166904,23.868473,"#3 of 6 Restaurants in Akaa","#1 of 2 European in Akaa",2,0,0,,"Italian, European","Lunch, Dinner",,,"True","True","http://www.ravintolaoskari.com",,,,,0,2,0,0,0,"English (1), Finnish (1)","in rating","g1022754-d23065011",,"Italian, European","Restaurants",1,1,1
"g1022754-d8590918","['Europe', 'Finland', 'Pirkanmaa', 'Akaa', 'Akaa Restaurants', 'Abc Restaurant']","Abc Restaurant","Unclaimed",4,"October 2, 2017","Sirkesalontie 2, Akaa 37800 Finland",61.18101,23.88609,"#5 of 6 Restaurants in Akaa","#1 of 1 Healthy in Akaa",1,0,0,,"Healthy",,,,"False","True","http://www.abcasemat.fi",,,,,0,1,0,0,0,"English, Finnish (1)","in rating","g1022754-d8590918",,"Healthy","Restaurants",0,1,1
"g1023965-d12139500",,,,,,,,,,,0,0,0,,,"nan",,"nan","False","False",,,,,,,,,,,"nan","redirect",,,,,0,0,0
"g1023965-d14815714","['Europe', 'Finland', 'Satakunta', 'Eura', 'Eura Restaurants', 'Trattoria La Mia Bella']","Trattoria La Mia Bella","Claimed",4.5,"August 2, 2022","Eurantie 7, Eura Finland",61.129025,22.130957,"#1 of 3 Restaurants in Eura","#1 of 1 Southern-Italian in Eura",29,0,0,,"Italian, Pizza, Tuscan, Romana, Lazio, Sicilian, Central-Italian, Southern-Italian",,,"Accepts Credit Cards, Table Service, Reservations","False","True","http://www.facebook.com/trattorialamiabella",40,40,45,,20,6,3,0,0,"Finnish (20), English (8), French (1)","in rating","g1023965-d14815714","$","Italian, Pizza, Tuscan","Restaurants",8,21,20
"g1023965-d20043037","['Europe', 'Finland', 'Satakunta', 'Eura', 'Eura Restaurants', 'Café & Grill Agora']","Café & Grill Agora","Unclaimed",,,"Satakunnankatu 20, Eura 27510 Finland",61.13049,22.13791,,,0,0,0,,,"Lunch, Dinner",,,"True","True","http://www.cafegrillagora.fi",,,,,0,0,0,0,0,"nan","in rating","g1023965-d20043037",,,,0,0,0
"g1023965-d20317329","['Europe', 'Finland', 'Satakunta', 'Eura', 'Eura Restaurants', 'Sarin lounas -ja pitopalvelu']","Sarin lounas -ja pitopalvelu","Unclaimed",,,"Eura Finland",,,,,0,0,0,"₪30 - ₪38","Cafe",,,,"False","True","https://www.facebook.com/Sarin-Lounas-ja-pitopalvelu-Holvikellari-233366130828906/",,,,,0,0,0,0,0,"nan","in rating","g1023965-d20317329","$","Cafe",,0,0,0
"g1023965-d8467751","['Europe', 'Finland', 'Satakunta', 'Eura', 'Eura Restaurants', 'Lounasravintola Idylli']","Lounasravintola Idylli","Unclaimed",3.5,"May 20, 2021","Eurantie 18, Eura 27510 Finland",61.12732,22.13404,"#2 of 3 Restaurants in Eura","#1 of 1 International in Eura",7,0,0,,"International",,,,"False","True","http://www.lounasravintolaidylli.fi",,,,,0,5,2,0,0,"Finnish (5), English (2)","in rating","g1023965-d8467751",,"International","Restaurants",2,5,5
"g1023965-d8485381","['Europe', 'Finland', 'Satakunta', 'Eura', 'Eura Restaurants', 'Public House']","Public House","Unclaimed",2.5,"April 23, 2017","Eura 27500 Finland",,,"#3 of 3 Restaurants in Eura","#3 of 3 Restaurants in Eura",2,0,0,,,,,,"False","True",,,,,,0,0,1,1,0,"English (1), Finnish (1)","in rating","g1023965-d8485381",,,"Restaurants",1,1,1
"g1082247-d14929999","['Europe', 'Finland', 'Pirkanmaa', 'Ruovesi', 'Ruovesi Restaurants', 'Restaurant Helvetinportti']","Restaurant Helvetinportti","Claimed",3.5,"August 31, 2022","Helvetinkoluntie 775, Ruovesi 34640 Finland",62.057465,23.862951,"#2 of 3 Restaurants in Ruovesi","#2 of 3 Restaurants in Ruovesi",12,0,0,,,"Lunch, Dinner, Brunch, Drinks",,"Seating, Takeout, Outdoor Seating, Parking Available, Validated Parking, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Digital Payments, Free Wifi, Accepts Credit Cards","True","True",,,,,,2,6,1,2,1,"Finnish (9), English (3)","in rating","g1082247-d14929999","$$ - $$$",,"Restaurants",3,9,9
"g1082247-d20043027","['Europe', 'Finland', 'Pirkanmaa', 'Ruovesi', 'Ruovesi Restaurants', 'Moni-Tori']","Moni-Tori","Unclaimed",,,"Honkalantie 10, Ruovesi 34600 Finland",61.98162,24.070343,,,0,0,0,,,"Breakfast, Lunch",,,"True","True","http://www.ruovedenmonitori.fi",,,,,0,0,0,0,0,"nan","in rating","g1082247-d20043027",,,,0,0,0
"g1082247-d3426806","['Europe', 'Finland', 'Pirkanmaa', 'Ruovesi', 'Ruovesi Restaurants', 'Muroleen Kesakahvila']","Muroleen Kesäkahvila","Unclaimed",3.5,"July 17, 2023","Muroleenkanavatie 481, Ruovesi 34600 Finland",61.85555,23.905964,"#1 of 3 Restaurants in Ruovesi","#1 of 1 Barbecue in Ruovesi",19,0,0,,"Barbecue","Lunch, Dinner",,,"True","False","https://www.facebook.com/pages/Muroleen-Kes%C3%A4kahvila/158355317566904",,,,,5,7,4,2,1,"Finnish (12), English (6), Italian (1)","in rating","g1082247-d3426806","$$ - $$$","Barbecue","Restaurants",6,13,12
"g1082247-d8419194","['Europe', 'Finland', 'Pirkanmaa', 'Ruovesi', 'Ruovesi Restaurants', 'Ruoveden Rantaravintola']","Ruoveden Rantaravintola","Claimed",3.5,"May 24, 2022","Laivarannantie 5, Ruovesi 34600 Finland",61.98908,24.07592,"#3 of 3 Restaurants in Ruovesi","#1 of 1 Bar in Ruovesi",14,0,0,,"Bar",,,,"False","True","http://www.ruovedenrantaravintola.fi/",35,30,40,,2,4,6,2,0,"English (1), Finnish (12), French (1)","in rating","g1082247-d8419194","$$ - $$$","Bar","Restaurants",1,13,12
"g1102802-d14183758","['Europe', 'Finland', 'Southern Ostrobothnia', 'Ilmajoki', 'Ilmajoki Restaurants', 'Ilmajoen Krouvi']","Ilmajoen Krouvi","Unclaimed",,,"Kauppatie 11, Ilmajoki 60800 Finland",62.7312,22.57913,,,0,0,0,,"European",,,,"False","True","http://www.ilmajoenkrouvi.fi",,,,,0,0,0,0,0,"nan","in rating","g1102802-d14183758",,"European",,0,0,0
"g1102802-d14815694","['Europe', 'Finland', 'Southern Ostrobothnia', 'Ilmajoki', 'Ilmajoki Restaurants', 'Ates Kebab Pizzeria']","Ates Kebab Pizzeria","Unclaimed",,,"Ahonkylantie 1, Ilmajoki 60720 Finland",62.770054,22.681173,,,0,0,0,,"Pizza",,,,"False","True","https://www.facebook.com/Ates-kebab-pizzeria-1101961633155983/",,,,,0,0,0,0,0,"nan","in rating","g1102802-d14815694",,"Pizza",,0,0,0
"g1102802-d14930066","['Europe', 'Finland', 'Southern Ostrobothnia', 'Ilmajoki', 'Ilmajoki Restaurants', 'Kotipizza']","Kotipizza","Unclaimed",,,"Kauppatie 13, Ilmajoki 60100 Finland",62.731064,22.578156,,,0,0,0,,"Pizza",,,,"False","True","http://www.kotipizza.fi/fi",,,,,0,0,0,0,0,"nan","in rating","g1102802-d14930066",,"Pizza",,0,0,0
"g1102802-d15003446","['Europe', 'Finland', 'Southern Ostrobothnia', 'Ilmajoki', 'Ilmajoki Restaurants', 'Rolls']","Rolls","Unclaimed",,,"Kauppatie 26, Ilmajoki 60800 Finland",62.72933,22.57646,,,0,0,0,,"Fast Food",,,,"False","True","https://www.rolls.fi/etsi-lahin-rolls/",,,,,0,0,0,0,0,"nan","in rating","g1102802-d15003446",,"Fast Food",,0,0,0
"g1102802-d15003475","['Europe', 'Finland', 'Southern Ostrobothnia', 'Ilmajoki', 'Ilmajoki Restaurants', 'Koskenkorva Kebab & Pizzeria']","Koskenkorva Kebab & Pizzeria","Unclaimed",,,"Koskitie 2, Ilmajoki 61330 Finland",62.69119,22.45313,,,0,0,0,,"Italian, Pizza",,,,"False","True","http://www.facebook.com/Koskenkorva-Kebab-Pizzeria-215448175697808/?ref=page_internal",,,,,0,0,0,0,0,"nan","in rating","g1102802-d15003475",,"Italian, Pizza",,0,0,0
"g1102802-d15003480","['Europe', 'Finland', 'Southern Ostrobothnia', 'Ilmajoki', 'Ilmajoki Restaurants', 'Kebab-Pizzeria Ozlem']","Kebab-Pizzeria Özlem","Unclaimed",4,"August 9, 2021","Kauppatie16-18, Ilmajoki 61800 Finland",62.73115,22.58024,"#1 of 1 Restaurant in Ilmajoki","#1 of 1 Pizza in Ilmajoki",1,0,0,,"Pizza",,,,"False","True","http://www.facebook.com/Kebab-Pizzeria-%C3%96zlem-145235015512818/",,,,,0,1,0,0,0,"English, Finnish (1)","in rating","g1102802-d15003480",,"Pizza","Restaurants",0,1,1
"g1102802-d18715892","['Europe', 'Finland', 'Southern Ostrobothnia', 'Ilmajoki', 'Ilmajoki Restaurants', 'Grillisepat']","Grillisepat","Unclaimed",,,"Kauppatie 9, Ilmajoki 60800 Finland",62.73195,22.57981,,,0,0,0,,"American, Fast Food, European, Street Food, Scandinavian","Lunch, Dinner",,,"True","True","http://grillisepat.fi/",,,,,0,0,0,0,0,"nan","in rating","g1102802-d18715892",,"American, Fast Food, European, Street Food",,0,0,0
"g1102803-d14132364","['Europe', 'Finland', 'Satakunta', 'Nakkila', 'Nakkila Restaurants', 'Vanha Kirjakauppa - kooki&kaffee']","Vanha Kirjakauppa - kööki&kaffee","Claimed",4.5,"August 4, 2023","Kauppatie 1, Nakkila 29250 Finland",61.36567,22.006403,"#1 of 1 Restaurant in Nakkila","#1 of 1 Fusion in Nakkila",17,0,0,"₪21 - ₪128","Fusion, South American","Lunch, Dinner, Drinks",,"Table Service","True","True","http://www.vanhakirjakauppa.fi",,,,,9,6,2,0,0,"English (1), Finnish (16)","in rating","g1102803-d14132364","$$ - $$$","Fusion, South American","Restaurants",1,16,16
"g1102808-d12448240","['Europe', 'Finland', 'Tavastia Proper', 'Loppi', 'Loppi Restaurants', 'Huhkajalampi']","Huhkajalampi","Claimed",4,"February 25, 2021","Räyskäläntie 311 Räyskälä, Loppi 12820 Finland",60.744835,24.116476,"#1 of 3 Restaurants in Loppi","#1 of 2 Cafe in Loppi",6,0,0,,"Bar, Cafe, Fast Food, Grill, Pub, Diner","Breakfast, Lunch, Dinner, Drinks",,"Seating, Parking Available, Validated Parking, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service","True","True","http://www.facebook.com/pg/Ravintola-Huhkajalampi-1681868258729336/about/?ref=page_internal",,,,,3,2,0,0,1,"English (1), Finnish (5)","in rating","g1102808-d12448240",,"Bar, Cafe, Fast Food, Grill","Restaurants",1,5,5
"g1102808-d21138905","['Europe', 'Finland', 'Tavastia Proper', 'Loppi', 'Loppi Restaurants', 'Kalamylly']","Kalamylly","Unclaimed",,,"Lopenkantatie 481, Loppi Finland",,,,,0,0,0,,,"Lunch, Dinner",,,"True","False",,,,,,0,0,0,0,0,"nan","in rating","g1102808-d21138905",,,,0,0,0
"g1102808-d21239190","['Europe', 'Finland', 'Tavastia Proper', 'Loppi', 'Loppi Restaurants', 'Mulli & Mallas Loppi Hunsala']","Mulli & Mallas Loppi Hunsala","Unclaimed",5,"October 16, 2023","Kyläsillantie, Loppi Finland",60.620487,24.263594,"#3 of 3 Restaurants in Loppi","#1 of 1 American in Loppi",3,0,0,,"Italian, American",,,,"False","False",,,,,,3,0,0,0,0,"English (1), Finnish (2)","in rating","g1102808-d21239190",,"Italian, American","Restaurants",1,2,2
"g1136676-d13292605","['Europe', 'Finland', 'South Karelia', 'Taavetti', 'Taavetti Restaurants', 'Ravintola Cafe Bank']","Ravintola Cafe Bank","Unclaimed",4.5,"January 4, 2021","Linnalantie 55, Taavetti 54500 Finland",60.92282,27.5697,"#1 of 2 Restaurants in Taavetti","#1 of 2 Restaurants in Taavetti",5,0,0,,,"Lunch, Dinner, Breakfast",,,"True","True","http://cafebank.fi",,,,,3,2,0,0,0,"English (1), Finnish (4)","in rating","g1136676-d13292605","$",,"Restaurants",1,4,4
"g1136676-d14098534","['Europe', 'Finland', 'South Karelia', 'Taavetti', 'Taavetti Restaurants', 'Ostola']","Ostola","Unclaimed",4,"September 17, 2018","Linnalantie 55, Taavetti 54500 Finland",60.92271,27.569435,"#2 of 2 Restaurants in Taavetti","#1 of 1 Turkish in Taavetti",1,0,0,,"Italian, Pizza, Cafe, Mediterranean, Turkish",,,,"False","True","http://www.ravintolaostola.fi/",,,,,0,1,0,0,0,"English, Finnish (1)","in rating","g1136676-d14098534",,"Italian, Pizza, Cafe, Mediterranean","Restaurants",0,1,1
"g1136676-d15250384","['Europe', 'Finland', 'South Karelia', 'Taavetti', 'Taavetti Restaurants', 'Cafe Restaurant Kanuuna']","Cafe Restaurant Kanuuna","Claimed",,,"Linnalantie 42, Taavetti 54500 Finland",60.92195,27.567554,,,0,0,0,,,"Drinks",,"Outdoor Seating, Seating, Parking Available, Free off-street parking, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service, Live Music, Dog Friendly, Non-smoking restaurants, Gift Cards Available","True","True","http://www.raflaamo.fi",,,,,0,0,0,0,0,"nan","in rating","g1136676-d15250384",,,,0,0,0
"g1136683-d12972426","['Europe', 'Finland', 'Southwest Finland', 'Piikkio', 'Piikkio Restaurants', 'Istanbul Kebab-Pizzeria']","Istanbul Kebab-Pizzeria","Unclaimed",3.5,"April 27, 2018","Hadvalantie 8, Piikkio 21500 Finland",60.42463,22.51761,"#1 of 2 Restaurants in Piikkio","#1 of 1 Pizza in Piikkio",3,0,0,,"Pizza",,,,"False","True","https://www.facebook.com/pages/Istanbul-Kebab-Pizzeria/220426904641095",,,,,1,0,2,0,0,"English (1), Finnish (2)","in rating","g1136683-d12972426",,"Pizza","Restaurants",1,2,2
"g1136683-d13810073","['Europe', 'Finland', 'Southwest Finland', 'Piikkio', 'Piikkio Restaurants', 'Ykkos Cafe']","Ykkös Cafe","Unclaimed",,,"Turku-Paimio moottoritie 846, Piikkio Finland",60.44496,22.568201,,,0,0,0,,"Grill",,,,"False","True","http://www.ykkoscafe.fi",,,,,0,0,0,0,0,"nan","in rating","g1136683-d13810073",,"Grill",,0,0,0
"g1136683-d15266495","['Europe', 'Finland', 'Southwest Finland', 'Piikkio', 'Piikkio Restaurants', 'Cafe Piikkio Oy']","Cafe Piikkio Oy","Unclaimed",3,"October 19, 2018","Turku-Paimio Moottoritie 737, Piikkio 21500 Finland",60.445,22.55615,"#2 of 2 Restaurants in Piikkio","#1 of 1 Cafe in Piikkio",1,0,0,,"Cafe",,,,"False","True","https://www.facebook.com/kahvilapiikkio/",,,,,0,0,1,0,0,"English, Finnish (1)","in rating","g1136683-d15266495",,"Cafe","Restaurants",0,1,1
